numeor epoch;batch_size;nb_epochs;learning_rate;input_size;hidden_size;output_size;weight_init_range;Training Loss;Validation Loss;Test Loss;Accuracy
7;2;10;0,01;784;256;10;(-1, 1);0,054352513;0,218333731;0,18684159;95,71428571
8;2;10;0,01;784;256;10;(-1, 1);0,042641573;0,220340752;0,195909226;95,54285714
9;2;10;0,01;784;256;10;(-1, 1);0,033271215;0,222481773;0,194134732;95,62857143
10;2;10;0,01;784;256;10;(-1, 1);0,027540262;0,222212736;0,196289689;95,51428571
1;3;10;0,01;784;256;10;(-1, 1);1,310781044;0,501839;0,480686561;91,48571429
2;3;10;0,01;784;256;10;(-1, 1);0,321813616;0,343992749;0,332230539;92,9
3;3;10;0,01;784;256;10;(-1, 1);0,202954806;0,287948705;0,278777981;94,07142857
4;3;10;0,01;784;256;10;(-1, 1);0,14706889;0,277424558;0,260663279;94,41428571
5;3;10;0,01;784;256;10;(-1, 1);0,113947785;0,252840494;0,238906851;94,54285714
6;3;10;0,01;784;256;10;(-1, 1);0,092951795;0,236757423;0,22337162;95,11428571
7;3;10;0,01;784;256;10;(-1, 1);0,075469914;0,23876265;0,225405054;95,18571429
8;3;10;0,01;784;256;10;(-1, 1);0,061911249;0,232576109;0,223199826;95,31428571
9;3;10;0,01;784;256;10;(-1, 1);0,05142484;0,231051457;0,218515835;95,35714286
10;3;10;0,01;784;256;10;(-1, 1);0,043930463;0,229023219;0,228454336;95,32857143
1;4;10;0,01;784;256;10;(-1, 1);1,621411973;0,56745246;0,591427745;91,94285714
2;4;10;0,01;784;256;10;(-1, 1);0,40937693;0,384052859;0,387723074;93,6
3;4;10;0,01;784;256;10;(-1, 1);0,253708624;0,338293997;0,336847443;93,55714286
4;4;10;0,01;784;256;10;(-1, 1);0,180806235;0,284890618;0,292069319;94,74285714
5;4;10;0,01;784;256;10;(-1, 1);0,143296644;0,264110324;0,268625059;94,88571429
6;4;10;0,01;784;256;10;(-1, 1);0,117029951;0,262852588;0,267888404;94,7
7;4;10;0,01;784;256;10;(-1, 1);0,09604275;0,244512514;0,255244643;95,02857143
8;4;10;0,01;784;256;10;(-1, 1);0,080182439;0,2413448;0,247155817;95,01428571
9;4;10;0,01;784;256;10;(-1, 1);0,06825254;0,236659801;0,246969228;95,31428571
10;4;10;0,01;784;256;10;(-1, 1);0,058929645;0,234875705;0,241182771;95,44285714
1;5;10;0,01;784;256;10;(-1, 1);1,703355135;0,665298638;0,65342707;91,8
2;5;10;0,01;784;256;10;(-1, 1);0,48265825;0,435234479;0,444095919;92,5
3;5;10;0,01;784;256;10;(-1, 1);0,302828823;0,342604902;0,348944191;93,77142857
4;5;10;0,01;784;256;10;(-1, 1);0,219007653;0,321328881;0,322520618;93,88571429
5;5;10;0,01;784;256;10;(-1, 1);0,171177886;0,29246142;0,29688412;94,24285714
6;5;10;0,01;784;256;10;(-1, 1);0,138003185;0,268382466;0,276296641;94,27142857
7;5;10;0,01;784;256;10;(-1, 1);0,114491121;0,254311909;0,256236664;94,75714286
8;5;10;0,01;784;256;10;(-1, 1);0,096324892;0,257710179;0,250118927;94,81428571
9;5;10;0,01;784;256;10;(-1, 1);0,083334512;0,245554279;0,240747639;94,87142857
10;5;10;0,01;784;256;10;(-1, 1);0,072676155;0,238755657;0,240930182;94,95714286
1;2;10;0,001;784;512;10;(-1, 1);4,011445906;2,085140123;1,978055663;88,27142857
2;2;10;0,001;784;512;10;(-1, 1);1,583112919;1,44192207;1,337074627;90,55714286
3;2;10;0,001;784;512;10;(-1, 1);1,072371855;1,166242149;1,104206952;91,6
4;2;10;0,001;784;512;10;(-1, 1);0,813135017;1,024074151;0,929896231;92,37142857
5;2;10;0,001;784;512;10;(-1, 1);0,642374564;0,981083679;0,919213363;91,87142857
6;2;10;0,001;784;512;10;(-1, 1);0,523879803;0,902030059;0,83042453;92,67142857
7;2;10;0,001;784;512;10;(-1, 1);0,433310513;0,776671392;0,718759437;93,15714286
8;2;10;0,001;784;512;10;(-1, 1);0,361148537;0,713442389;0,688608886;93,5
9;2;10;0,001;784;512;10;(-1, 1);0,308878862;0,697480065;0,655082791;93,65714286
10;2;10;0,001;784;512;10;(-1, 1);0,261692704;0,651315247;0,638221859;93,9
1;3;10;0,001;784;512;10;(-1, 1);4,679759176;2,314419449;2,250367483;87,05714286
2;3;10;0,001;784;512;10;(-1, 1);1,859430675;1,760498392;1,643761421;88,8
3;3;10;0,001;784;512;10;(-1, 1);1,336951495;1,357471884;1,228563935;91,1
4;3;10;0,001;784;512;10;(-1, 1);1,045207302;1,212406168;1,090094723;91,67142857
5;3;10;0,001;784;512;10;(-1, 1);0,848496984;1,034312125;0,936933039;92,31428571
6;3;10;0,001;784;512;10;(-1, 1);0,707744203;0,978446946;0,888018131;92,64285714
7;3;10;0,001;784;512;10;(-1, 1);0,600066631;0,891150925;0,797493357;93,21428571
8;3;10;0,001;784;512;10;(-1, 1);0,519461929;0,844509457;0,774583286;93,37142857
9;3;10;0,001;784;512;10;(-1, 1);0,452315546;0,794265401;0,717007806;93,44285714
10;3;10;0,001;784;512;10;(-1, 1);0,395143805;0,772188035;0,702695646;93,55714286
1;4;10;0,001;784;512;10;(-1, 1);5,178075523;2,654115781;2,372964824;86,6
2;4;10;0,001;784;512;10;(-1, 1);2,023587251;1,951539734;1,713944708;89,24285714
3;4;10;0,001;784;512;10;(-1, 1);1,473513032;1,625693429;1,423667335;90,27142857
4;4;10;0,001;784;512;10;(-1, 1);1,175219988;1,42832809;1,276273354;90,7
5;4;10;0,001;784;512;10;(-1, 1);0,984523159;1,278598106;1,133912146;91,37142857
6;4;10;0,001;784;512;10;(-1, 1);0,839134893;1,174611351;1,0306604;92
7;4;10;0,001;784;512;10;(-1, 1);0,727761595;1,107697846;0,982593315;92
8;4;10;0,001;784;512;10;(-1, 1);0,640044777;1,043138473;0,934013205;92,28571429
9;4;10;0,001;784;512;10;(-1, 1);0,568021478;0,991774513;0,887639435;92,55714286
10;4;10;0,001;784;512;10;(-1, 1);0,508843656;0,942700765;0,834104638;92,65714286
1;5;10;0,001;784;512;10;(-1, 1);5,38989587;2,728256367;2,666388741;85,68571429
2;5;10;0,001;784;512;10;(-1, 1);2,308268644;2,055879114;1,967524325;88,27142857
3;5;10;0,001;784;512;10;(-1, 1);1,757505034;1,732441147;1,635791845;89,15714286
4;5;10;0,001;784;512;10;(-1, 1);1,431899224;1,527532061;1,451635601;90,07142857
5;5;10;0,001;784;512;10;(-1, 1);1,205832877;1,364341193;1,29108205;90,6
6;5;10;0,001;784;512;10;(-1, 1);1,039817341;1,258830394;1,155039057;91,2
7;5;10;0,001;784;512;10;(-1, 1);0,913501154;1,149428993;1,069992731;91,71428571
8;5;10;0,001;784;512;10;(-1, 1);0,810075868;1,122714083;1,027560837;91,87142857
9;5;10;0,001;784;512;10;(-1, 1);0,728824123;1,03545992;0,944615617;92,02857143
10;5;10;0,001;784;512;10;(-1, 1);0,655161855;0,995553461;0,905960738;92,3
1;2;10;0,0025;784;512;10;(-1, 1);2,959187994;1,522930428;1,327869055;91,3
2;2;10;0,0025;784;512;10;(-1, 1);0,987666723;1,024766133;0,825990481;93,37142857
3;2;10;0,0025;784;512;10;(-1, 1);0,588276971;0,867146804;0,821167828;93,07142857
4;2;10;0,0025;784;512;10;(-1, 1);0,394459034;0,742218637;0,655723346;94,21428571
5;2;10;0,0025;784;512;10;(-1, 1);0,2725799;0,697986701;0,632964278;94,08571429
6;2;10;0,0025;784;512;10;(-1, 1);0,205593002;0,585391864;0,515096785;94,8
7;2;10;0,0025;784;512;10;(-1, 1);0,149057188;0,600768985;0,527168404;94,62857143
8;2;10;0,0025;784;512;10;(-1, 1);0,111830339;0,554569607;0,500097055;94,71428571
9;2;10;0,0025;784;512;10;(-1, 1);0,081862994;0,544354797;0,473804587;94,91428571
10;2;10;0,0025;784;512;10;(-1, 1);0,059052209;0,556485843;0,48608374;94,88571429
1;3;10;0,0025;784;512;10;(-1, 1);3,303116245;1,661692035;1,48874715;90,81428571
2;3;10;0,0025;784;512;10;(-1, 1);1,236418688;1,1478274;1,025907706;92,75714286
3;3;10;0,0025;784;512;10;(-1, 1);0,795276321;1,109362361;0,935642582;92,61428571
4;3;10;0,0025;784;512;10;(-1, 1);0,56622175;0,880795824;0,746949994;94,18571429
5;3;10;0,0025;784;512;10;(-1, 1);0,436055648;0,754414023;0,640661699;94,54285714
6;3;10;0,0025;784;512;10;(-1, 1);0,333721427;0,772963821;0,657432081;94,27142857
7;3;10;0,0025;784;512;10;(-1, 1);0,265931374;0,701206024;0,606335162;94,45714286
8;3;10;0,0025;784;512;10;(-1, 1);0,210446887;0,641482105;0,551012001;94,81428571
9;3;10;0,0025;784;512;10;(-1, 1);0,171727997;0,597989434;0,542836705;95,08571429
10;3;10;0,0025;784;512;10;(-1, 1);0,142136647;0,613322567;0,528668537;94,87142857
1;4;10;0,0025;784;512;10;(-1, 1);3,591806139;2,363897363;2,149971151;87,2
2;4;10;0,0025;784;512;10;(-1, 1);1,346186267;1,257236661;1,141381335;91,6
3;4;10;0,0025;784;512;10;(-1, 1);0,913618181;1,070771737;0,989581243;92,15714286
4;4;10;0,0025;784;512;10;(-1, 1);0,671765173;0,896454799;0,866454871;92,81428571
5;4;10;0,0025;784;512;10;(-1, 1);0,517586697;0,831308246;0,819957915;92,81428571
6;4;10;0,0025;784;512;10;(-1, 1);0,419776271;0,755612537;0,721486103;93,32857143
7;4;10;0,0025;784;512;10;(-1, 1);0,337151026;0,729041482;0,700802258;93,58571429
8;4;10;0,0025;784;512;10;(-1, 1);0,282250716;0,655473835;0,650528769;93,52857143
9;4;10;0,0025;784;512;10;(-1, 1);0,232608395;0,640017431;0,638985009;93,61428571
10;4;10;0,0025;784;512;10;(-1, 1);0,191089048;0,614136491;0,615337228;93,74285714
1;5;10;0,0025;784;512;10;(-1, 1);3,823234905;1,901670391;1,86602846;88,78571429
2;5;10;0,0025;784;512;10;(-1, 1);1,456367066;1,386707569;1,287684754;91,28571429
3;5;10;0,0025;784;512;10;(-1, 1);1,004414247;1,143493579;1,105246043;91,67142857
4;5;10;0,0025;784;512;10;(-1, 1);0,756434113;1,025686564;0,982890677;92,01428571
5;5;10;0,0025;784;512;10;(-1, 1);0,592783091;0,902690778;0,871392785;92,58571429
6;5;10;0,0025;784;512;10;(-1, 1);0,485272185;0,806196574;0,79777228;93,05714286
7;5;10;0,0025;784;512;10;(-1, 1);0,403237944;0,800172757;0,76203393;93,14285714
8;5;10;0,0025;784;512;10;(-1, 1);0,336086658;0,77839844;0,769811986;92,88571429
9;5;10;0,0025;784;512;10;(-1, 1);0,292855344;0,72710423;0,708803552;93,08571429
10;5;10;0,0025;784;512;10;(-1, 1);0,248932538;0,696473233;0,671605831;93,6
1;2;10;0,005;784;512;10;(-1, 1);2,348380929;0,809622805;0,754439242;93,34285714
2;2;10;0,005;784;512;10;(-1, 1);0,550019054;0,580842143;0,540043901;94,74285714
3;2;10;0,005;784;512;10;(-1, 1);0,284591681;0,541300972;0,491492871;94,67142857
4;2;10;0,005;784;512;10;(-1, 1);0,169744048;0,469008299;0,422716238;95,2
5;2;10;0,005;784;512;10;(-1, 1);0,106287228;0,429416827;0,387835798;95,67142857
6;2;10;0,005;784;512;10;(-1, 1);0,065365358;0,426246335;0,375812508;95,65714286
7;2;10;0,005;784;512;10;(-1, 1);0,035214535;0,417799125;0,369644031;95,65714286
8;2;10;0,005;784;512;10;(-1, 1);0,023073239;0,405218817;0,346194002;95,67142857
9;2;10;0,005;784;512;10;(-1, 1);0,012150646;0,39431359;0,337774677;95,97142857
10;2;10;0,005;784;512;10;(-1, 1);0,00675726;0,396344135;0,336685083;95,87142857
1;3;10;0,005;784;512;10;(-1, 1);2,669043755;1,133631786;1,119696875;92,58571429
2;3;10;0,005;784;512;10;(-1, 1);0,766780716;0,802313387;0,827467726;93,42857143
3;3;10;0,005;784;512;10;(-1, 1);0,433956221;0,606801665;0,644865979;94,72857143
4;3;10;0,005;784;512;10;(-1, 1);0,281963247;0,529245108;0,591182541;94,55714286
5;3;10;0,005;784;512;10;(-1, 1);0,185422404;0,493052488;0,540102548;94,95714286
6;3;10;0,005;784;512;10;(-1, 1);0,129126834;0,493845783;0,517229263;95,21428571
7;3;10;0,005;784;512;10;(-1, 1);0,089671328;0,47266438;0,511053443;95,18571429
8;3;10;0,005;784;512;10;(-1, 1);0,064080159;0,464556264;0,48465787;95,44285714
9;3;10;0,005;784;512;10;(-1, 1);0,043306397;0,453096895;0,459920949;95,48571429
10;3;10;0,005;784;512;10;(-1, 1);0,028679957;0,428120323;0,461489515;95,61428571
1;4;10;0,005;784;512;10;(-1, 1);2,905873404;1,26963464;1,252960335;91,75714286
2;4;10;0,005;784;512;10;(-1, 1);0,936727571;0,886478116;0,889639078;92,51428571
3;4;10;0,005;784;512;10;(-1, 1);0,567133365;0,692032524;0,688881903;93,81428571
4;4;10;0,005;784;512;10;(-1, 1);0,381334611;0,614229399;0,614642004;93,97142857
5;4;10;0,005;784;512;10;(-1, 1);0,269248808;0,589103782;0,598235742;94,34285714
6;4;10;0,005;784;512;10;(-1, 1);0,197882334;0,519691939;0,53166762;94,4
7;4;10;0,005;784;512;10;(-1, 1);0,14416665;0,498941242;0,508560325;94,84285714
8;4;10;0,005;784;512;10;(-1, 1);0,111339068;0,494320759;0,492702843;94,92857143
9;4;10;0,005;784;512;10;(-1, 1);0,081501781;0,464537313;0,462369683;95,18571429
10;4;10;0,005;784;512;10;(-1, 1);0,060069402;0,468204034;0,468407389;94,92857143
1;5;10;0,005;784;512;10;(-1, 1);3,107054572;1,4986045;1,370758374;90,95714286
2;5;10;0,005;784;512;10;(-1, 1);1,031970921;0,940455838;0,877773804;92,72857143
3;5;10;0,005;784;512;10;(-1, 1);0,643869985;0,839803547;0,780446283;93,04285714
4;5;10;0,005;784;512;10;(-1, 1);0,446389452;0,71648887;0,664610909;93,81428571
5;5;10;0,005;784;512;10;(-1, 1);0,331977125;0,615572911;0,574991427;94,3
6;5;10;0,005;784;512;10;(-1, 1);0,251920809;0,58321929;0,542778942;94,41428571
7;5;10;0,005;784;512;10;(-1, 1);0,197383212;0,571483119;0,529765664;94,42857143
8;5;10;0,005;784;512;10;(-1, 1);0,153352421;0,546244785;0,487536378;94,9
9;5;10;0,005;784;512;10;(-1, 1);0,119922824;0,515707407;0,467290739;94,87142857
10;5;10;0,005;784;512;10;(-1, 1);0,095553965;0,513395287;0,463099579;95,08571429
1;2;10;0,0075;784;512;10;(-1, 1);1,969923338;0,742130745;0,63600982;93,18571429
2;2;10;0,0075;784;512;10;(-1, 1);0,382989337;0,491128478;0,392955417;95,17142857
3;2;10;0,0075;784;512;10;(-1, 1);0,178474199;0,428865979;0,354454984;95,44285714
4;2;10;0,0075;784;512;10;(-1, 1);0,099645599;0,382592977;0,326560443;95,7
5;2;10;0,0075;784;512;10;(-1, 1);0,058510548;0,376577278;0,317839113;95,8
6;2;10;0,0075;784;512;10;(-1, 1);0,031163993;0,370711483;0,312129529;96,02857143
7;2;10;0,0075;784;512;10;(-1, 1);0,018069065;0,366284437;0,305845169;96,12857143
8;2;10;0,0075;784;512;10;(-1, 1);0,009250846;0,358882798;0,291286455;96,28571429
9;2;10;0,0075;784;512;10;(-1, 1);0,004960751;0,358366172;0,295283375;95,97142857
10;2;10;0,0075;784;512;10;(-1, 1);0,002596233;0,35610267;0,291464466;96,17142857
1;3;10;0,0075;784;512;10;(-1, 1);2,24522388;0,846391721;0,701150146;93,74285714
2;3;10;0,0075;784;512;10;(-1, 1);0,533168085;0,58579402;0,533698353;94,18571429
3;3;10;0,0075;784;512;10;(-1, 1);0,28920374;0,484895163;0,421151105;95,04285714
4;3;10;0,0075;784;512;10;(-1, 1);0,167881692;0,460625136;0,40063861;95,25714286
5;3;10;0,0075;784;512;10;(-1, 1);0,108317596;0,406635134;0,365257335;95,71428571
6;3;10;0,0075;784;512;10;(-1, 1);0,064286984;0,396443807;0,356152328;95,64285714
7;3;10;0,0075;784;512;10;(-1, 1);0,040913632;0,377867493;0,350883746;95,84285714
8;3;10;0,0075;784;512;10;(-1, 1);0,024188908;0,407708384;0,369014941;95,37142857
9;3;10;0,0075;784;512;10;(-1, 1);0,013086277;0,380763896;0,339800263;96
10;3;10;0,0075;784;512;10;(-1, 1);0,007242046;0,376004251;0,339415257;95,98571429
1;4;10;0,0075;784;512;10;(-1, 1);2,597890378;1,25456289;1,068313052;92,5
2;4;10;0,0075;784;512;10;(-1, 1);0,725947069;0,826999786;0,673055388;93,77142857
3;4;10;0,0075;784;512;10;(-1, 1);0,40895609;0,658855681;0,53109554;94,94285714
4;4;10;0,0075;784;512;10;(-1, 1);0,258095731;0,696699493;0,58214108;93,67142857
5;4;10;0,0075;784;512;10;(-1, 1);0,172793132;0,536123292;0,46151362;95,1
6;4;10;0,0075;784;512;10;(-1, 1);0,117516995;0,53556587;0,471183199;94,81428571
7;4;10;0,0075;784;512;10;(-1, 1);0,079945018;0,481096282;0,433427633;95,31428571
8;4;10;0,0075;784;512;10;(-1, 1);0,052979964;0,480812078;0,417429532;95,34285714
9;4;10;0,0075;784;512;10;(-1, 1);0,038017185;0,467159522;0,414634956;95,38571429
10;4;10;0,0075;784;512;10;(-1, 1);0,024505108;0,452708774;0,416855103;95,52857143
1;5;10;0,0075;784;512;10;(-1, 1);2,714053133;1,309404872;1,147384421;92,54285714
2;5;10;0,0075;784;512;10;(-1, 1);0,84629153;0,838151131;0,75197528;93,68571429
3;5;10;0,0075;784;512;10;(-1, 1);0,483736144;0,715056653;0,671328746;94,2
4;5;10;0,0075;784;512;10;(-1, 1);0,322403255;0,678921699;0,604554199;94,42857143
5;5;10;0,0075;784;512;10;(-1, 1);0,218634041;0,571543329;0,5048214;95,21428571
6;5;10;0,0075;784;512;10;(-1, 1);0,158431868;0,546842717;0,482593068;95,37142857
7;5;10;0,0075;784;512;10;(-1, 1);0,112120398;0,517971781;0,461458373;95,57142857
8;5;10;0,0075;784;512;10;(-1, 1);0,080818204;0,528462406;0,482022381;95,55714286
9;5;10;0,0075;784;512;10;(-1, 1);0,057231425;0,500750273;0,453198127;95,38571429
10;5;10;0,0075;784;512;10;(-1, 1);0,039241496;0,492259607;0,43806976;95,78571429
1;2;10;0,01;784;512;10;(-1, 1);1,799550491;0,490310373;0,490082493;93,68571429
2;2;10;0,01;784;512;10;(-1, 1);0,286008465;0,362846139;0,351039099;94,71428571
3;2;10;0,01;784;512;10;(-1, 1);0,13919717;0,309444445;0,308696029;95,41428571
4;2;10;0,01;784;512;10;(-1, 1);0,07174861;0,288133915;0,288959062;95,7
5;2;10;0,01;784;512;10;(-1, 1);0,039361312;0,279389302;0,285533933;95,82857143
6;2;10;0,01;784;512;10;(-1, 1);0,019848301;0,266577709;0,278713826;95,8
7;2;10;0,01;784;512;10;(-1, 1);0,011182987;0,259321658;0,278331687;96,15714286
8;2;10;0,01;784;512;10;(-1, 1);0,006215421;0,258107655;0,277117742;96,18571429
9;2;10;0,01;784;512;10;(-1, 1);0,003445112;0,259285238;0,279201495;96,22857143
10;2;10;0,01;784;512;10;(-1, 1);0,002124185;0,25906794;0,277467104;96,21428571
1;3;10;0,01;784;512;10;(-1, 1);2,107221104;0,733227488;0,661566559;93,58571429
2;3;10;0,01;784;512;10;(-1, 1);0,424484017;0,574081963;0,50734447;94,31428571
3;3;10;0,01;784;512;10;(-1, 1);0,215339386;0,439351714;0,373708635;95,1
4;3;10;0,01;784;512;10;(-1, 1);0,119812226;0,407726873;0,373568136;95,27142857
5;3;10;0,01;784;512;10;(-1, 1);0,068020691;0,381790682;0,353114218;95,42857143
6;3;10;0,01;784;512;10;(-1, 1);0,037380446;0,391461393;0,347093691;95,5
7;3;10;0,01;784;512;10;(-1, 1);0,02200688;0,382593582;0,343233187;95,6
8;3;10;0,01;784;512;10;(-1, 1);0,010705582;0,363882299;0,332085183;95,81428571
9;3;10;0,01;784;512;10;(-1, 1);0,005003433;0,364902813;0,326106001;95,65714286
10;3;10;0,01;784;512;10;(-1, 1);0,002533516;0,364520492;0,325567301;95,78571429
1;4;10;0,01;784;512;10;(-1, 1);2,376756078;0,971812793;0,894418869;93,04285714
2;4;10;0,01;784;512;10;(-1, 1);0,574147143;0,676280723;0,640239737;93,9
3;4;10;0,01;784;512;10;(-1, 1);0,299017327;0,498110733;0,482013282;94,75714286
4;4;10;0,01;784;512;10;(-1, 1);0,178937134;0,483154908;0,454110881;94,75714286
5;4;10;0,01;784;512;10;(-1, 1);0,110810519;0,421836709;0,413645376;95,17142857
6;4;10;0,01;784;512;10;(-1, 1);0,073185854;0,410130901;0,396233837;95,35714286
7;4;10;0,01;784;512;10;(-1, 1);0,047133134;0,397014454;0,384146749;95,35714286
8;4;10;0,01;784;512;10;(-1, 1);0,026713208;0,39900963;0,386557305;95,45714286
9;4;10;0,01;784;512;10;(-1, 1);0,015520737;0,382882523;0,374906781;95,62857143
10;4;10;0,01;784;512;10;(-1, 1);0,009140345;0,388745758;0,3819937;95,52857143
1;5;10;0,01;784;512;10;(-1, 1);2,435288921;1,057384903;0,944341656;92,54285714
2;5;10;0,01;784;512;10;(-1, 1);0,632307582;0,672866523;0,614075634;94,38571429
3;5;10;0,01;784;512;10;(-1, 1);0,343988614;0,5948707;0,558536041;94,32857143
4;5;10;0,01;784;512;10;(-1, 1);0,208406146;0,487243028;0,472607545;95,31428571
5;5;10;0,01;784;512;10;(-1, 1);0,142163591;0,490398893;0,470629982;94,98571429
6;5;10;0,01;784;512;10;(-1, 1);0,091410651;0,466095487;0,440894186;95,42857143
7;5;10;0,01;784;512;10;(-1, 1);0,058445078;0,46010908;0,424798136;95,31428571
8;5;10;0,01;784;512;10;(-1, 1);0,040650905;0,432385484;0,428426416;95,45714286
9;5;10;0,01;784;512;10;(-1, 1);0,026935164;0,407300344;0,395978246;95,65714286
10;5;10;0,01;784;512;10;(-1, 1);0,01485266;0,40672941;0,395384385;95,9
1;2;10;0,001;784;1024;10;(-1, 1);5,209974022;2,623022231;2,594452319;89,74285714
2;2;10;0,001;784;1024;10;(-1, 1);1,938742648;1,807334185;1,766000597;91,92857143
3;2;10;0,001;784;1024;10;(-1, 1);1,280987037;1,491405788;1,440757019;92,92857143
4;2;10;0,001;784;1024;10;(-1, 1);0,928889388;1,342663731;1,270377346;93,41428571
5;2;10;0,001;784;1024;10;(-1, 1);0,698796936;1,235159187;1,24021381;93,68571429
6;2;10;0,001;784;1024;10;(-1, 1);0,549080916;1,225180968;1,252686464;93
7;2;10;0,001;784;1024;10;(-1, 1);0,431244597;1,06632276;1,088644365;94
8;2;10;0,001;784;1024;10;(-1, 1);0,34422055;1,101274271;1,079034116;93,9
9;2;10;0,001;784;1024;10;(-1, 1);0,280487924;0,998671507;1,006399616;94,41428571
10;2;10;0,001;784;1024;10;(-1, 1);0,23048685;1,009573039;1,012806981;94,22857143
1;3;10;0,001;784;1024;10;(-1, 1);5,832496866;2,850239036;2,489282468;89,55714286
2;3;10;0,001;784;1024;10;(-1, 1);2,304098339;2,193899963;1,906863481;91,07142857
3;3;10;0,001;784;1024;10;(-1, 1);1,61368655;1,768493378;1,574944337;92,08571429
4;3;10;0,001;784;1024;10;(-1, 1);1,214291637;1,539823148;1,382595182;92,81428571
5;3;10;0,001;784;1024;10;(-1, 1);0,954771792;1,443306472;1,228557762;93,12857143
6;3;10;0,001;784;1024;10;(-1, 1);0,783436845;1,356218208;1,256506433;93,24285714
7;3;10;0,001;784;1024;10;(-1, 1);0,636165;1,224519906;1,103689905;93,98571429
8;3;10;0,001;784;1024;10;(-1, 1);0,530494388;1,188619382;1,089392859;93,55714286
9;3;10;0,001;784;1024;10;(-1, 1);0,449391128;1,138613142;1,054978353;93,65714286
10;3;10;0,001;784;1024;10;(-1, 1);0,385023136;1,078506622;0,9964911;94,05714286
1;4;10;0,001;784;1024;10;(-1, 1);6,519573756;3,380513924;3,152371267;87,71428571
2;4;10;0,001;784;1024;10;(-1, 1);2,713777324;2,727117409;2,51211463;89,02857143
3;4;10;0,001;784;1024;10;(-1, 1);1,948861569;2,051184992;1,794969422;91,42857143
4;4;10;0,001;784;1024;10;(-1, 1);1,505633121;1,856042681;1,626859496;91,65714286
5;4;10;0,001;784;1024;10;(-1, 1);1,214682382;1,72912817;1,534097023;91,72857143
6;4;10;0,001;784;1024;10;(-1, 1);1,008016597;1,506297307;1,361529156;92,35714286
7;4;10;0,001;784;1024;10;(-1, 1);0,8495102;1,463147233;1,260232738;92,84285714
8;4;10;0,001;784;1024;10;(-1, 1);0,726039078;1,385800426;1,200109418;92,85714286
9;4;10;0,001;784;1024;10;(-1, 1);0,618308729;1,283628938;1,123942941;93,35714286
10;4;10;0,001;784;1024;10;(-1, 1);0,53916004;1,271614094;1,14422339;93
1;5;10;0,001;784;1024;10;(-1, 1);7,209583296;3,486633042;3,501088066;87,21428571
2;5;10;0,001;784;1024;10;(-1, 1);2,886237353;2,622472036;2,543531869;89,54285714
3;5;10;0,001;784;1024;10;(-1, 1);2,09980681;2,260766135;2,112776637;90,38571429
4;5;10;0,001;784;1024;10;(-1, 1);1,662968379;1,938030379;1,826945541;91,25714286
5;5;10;0,001;784;1024;10;(-1, 1);1,366021664;1,726949154;1,594733387;92,1
6;5;10;0,001;784;1024;10;(-1, 1);1,144079093;1,589846667;1,505373508;92,4
7;5;10;0,001;784;1024;10;(-1, 1);0,973631453;1,487610242;1,371571802;92,61428571
8;5;10;0,001;784;1024;10;(-1, 1);0,839268461;1,420033592;1,318229487;92,82857143
9;5;10;0,001;784;1024;10;(-1, 1);0,736709487;1,3743085;1,31905903;92,88571429
10;5;10;0,001;784;1024;10;(-1, 1);0,639333427;1,32786887;1,269368611;93,11428571
1;2;10;0,0025;784;1024;10;(-1, 1);4,147528743;1,943596691;1,806915662;92,3
2;2;10;0,0025;784;1024;10;(-1, 1);1,311763748;1,382098993;1,314745519;93,7
3;2;10;0,0025;784;1024;10;(-1, 1);0,744659679;1,186518193;1,190377397;94,27142857
4;2;10;0,0025;784;1024;10;(-1, 1);0,466656637;1,207742122;1,058738393;93,95714286
5;2;10;0,0025;784;1024;10;(-1, 1);0,316532927;1,005578314;0,91027276;95,05714286
6;2;10;0,0025;784;1024;10;(-1, 1);0,206978891;0,875619784;0,818871378;95,15714286
7;2;10;0,0025;784;1024;10;(-1, 1);0,137375971;0,820671142;0,812939499;95,44285714
8;2;10;0,0025;784;1024;10;(-1, 1);0,089876881;0,836421101;0,79773427;95,52857143
9;2;10;0,0025;784;1024;10;(-1, 1);0,060031207;0,838618929;0,753967191;95,54285714
10;2;10;0,0025;784;1024;10;(-1, 1);0,039868372;0,848605116;0,748934536;95,77142857
1;3;10;0,0025;784;1024;10;(-1, 1);4,275109385;2,170972155;2,106765916;91,04285714
2;3;10;0,0025;784;1024;10;(-1, 1);1,558752656;1,533411084;1,47788486;93,28571429
3;3;10;0,0025;784;1024;10;(-1, 1);0,954417456;1,256802717;1,210833183;93,82857143
4;3;10;0,0025;784;1024;10;(-1, 1);0,628307425;1,217474204;1,202393436;94,02857143
5;3;10;0,0025;784;1024;10;(-1, 1);0,460195095;1,067973275;1,045124885;94,74285714
6;3;10;0,0025;784;1024;10;(-1, 1);0,328134578;1,016152874;0,989846608;94,55714286
7;3;10;0,0025;784;1024;10;(-1, 1);0,240043206;0,922309597;0,901016074;94,95714286
8;3;10;0,0025;784;1024;10;(-1, 1);0,168713835;0,890243522;0,884669672;95,07142857
9;3;10;0,0025;784;1024;10;(-1, 1);0,11991044;0,863703658;0,857685099;95,18571429
10;3;10;0,0025;784;1024;10;(-1, 1);0,095105642;0,822278156;0,788098676;95,58571429
1;4;10;0,0025;784;1024;10;(-1, 1);4,616653424;2,588633273;2,108542635;91,4
