numeor epoch;batch_size;nb_epochs;learning_rate;input_size;hidden_size;output_size;weight_init_range;Training Loss;Validation Loss;Test Loss;Accuracy
8;2;10;0,005;784;128;10;(-0,01, 0,01);0,063309058;0,099505255;0,081245418;97,64285714
9;2;10;0,005;784;128;10;(-0,01, 0,01);0,055531877;0,098271101;0,079860064;97,64285714
10;2;10;0,005;784;128;10;(-0,01, 0,01);0,049350575;0,095331786;0,076014397;97,75714286
1;3;10;0,005;784;128;10;(-0,01, 0,01);0,613176103;0,320554151;0,298043032;91,28571429
2;3;10;0,005;784;128;10;(-0,01, 0,01);0,260124918;0,236503636;0,214122049;93,82857143
3;3;10;0,005;784;128;10;(-0,01, 0,01);0,198018056;0,196177417;0,178187272;94,92857143
4;3;10;0,005;784;128;10;(-0,01, 0,01);0,159599133;0,166454748;0,148889217;95,62857143
5;3;10;0,005;784;128;10;(-0,01, 0,01);0,133571073;0,145669664;0,128708125;96,3
6;3;10;0,005;784;128;10;(-0,01, 0,01);0,114467366;0,132311488;0,117140492;96,64285714
7;3;10;0,005;784;128;10;(-0,01, 0,01);0,09987822;0,121658003;0,10796799;97,08571429
8;3;10;0,005;784;128;10;(-0,01, 0,01);0,088851782;0,116792443;0,102008557;96,85714286
9;3;10;0,005;784;128;10;(-0,01, 0,01);0,079128468;0,110358498;0,097924497;97,1
10;3;10;0,005;784;128;10;(-0,01, 0,01);0,071900252;0,103587902;0,092163686;97,2
1;4;10;0,005;784;128;10;(-0,01, 0,01);0,71261583;0,331166522;0,316055586;91,08571429
2;4;10;0,005;784;128;10;(-0,01, 0,01);0,292947287;0,258299213;0,241170082;93
3;4;10;0,005;784;128;10;(-0,01, 0,01);0,232216241;0,219397043;0,205356259;94,04285714
4;4;10;0,005;784;128;10;(-0,01, 0,01);0,191874462;0,193531064;0,18007028;94,47142857
5;4;10;0,005;784;128;10;(-0,01, 0,01);0,163803789;0,16366249;0,152496432;95,34285714
6;4;10;0,005;784;128;10;(-0,01, 0,01);0,142540692;0,149924298;0,139493782;95,62857143
7;4;10;0,005;784;128;10;(-0,01, 0,01);0,125795763;0,136414495;0,125681335;96,3
8;4;10;0,005;784;128;10;(-0,01, 0,01);0,11247909;0,127546964;0,116600107;96,47142857
9;4;10;0,005;784;128;10;(-0,01, 0,01);0,101734554;0,117051499;0,105245561;96,91428571
10;4;10;0,005;784;128;10;(-0,01, 0,01);0,092663263;0,114746428;0,103921773;97,08571429
1;5;10;0,005;784;128;10;(-0,01, 0,01);0,786948546;0,357832271;0,328974612;90,67142857
2;5;10;0,005;784;128;10;(-0,01, 0,01);0,307725651;0,299238278;0,272100482;92
3;5;10;0,005;784;128;10;(-0,01, 0,01);0,250990534;0,246865925;0,21902468;93,84285714
4;5;10;0,005;784;128;10;(-0,01, 0,01);0,212258331;0,217700731;0,194330861;94,45714286
5;5;10;0,005;784;128;10;(-0,01, 0,01);0,184410101;0,197307823;0,174271013;94,9
6;5;10;0,005;784;128;10;(-0,01, 0,01);0,16296775;0,176756757;0,154475744;95,48571429
7;5;10;0,005;784;128;10;(-0,01, 0,01);0,145929867;0,162647912;0,146506683;95,88571429
8;5;10;0,005;784;128;10;(-0,01, 0,01);0,13145255;0,149750917;0,134293658;95,91428571
9;5;10;0,005;784;128;10;(-0,01, 0,01);0,11926054;0,139877526;0,123291007;96,44285714
10;5;10;0,005;784;128;10;(-0,01, 0,01);0,108641617;0,133029828;0,11824482;96,27142857
1;2;10;0,0075;784;128;10;(-0,01, 0,01);0,423823892;0,2190919;0,207857812;93,58571429
2;2;10;0,0075;784;128;10;(-0,01, 0,01);0,178792876;0,152625011;0,140558069;95,98571429
3;2;10;0,0075;784;128;10;(-0,01, 0,01);0,124698357;0,11726628;0,107510859;96,65714286
4;2;10;0,0075;784;128;10;(-0,01, 0,01);0,09618105;0,107674099;0,096882502;97,22857143
5;2;10;0,0075;784;128;10;(-0,01, 0,01);0,077478053;0,09723284;0,089403992;97,25714286
6;2;10;0,0075;784;128;10;(-0,01, 0,01);0,064540889;0,09651792;0,086844951;97,31428571
7;2;10;0,0075;784;128;10;(-0,01, 0,01);0,054677908;0,088971599;0,080640515;97,62857143
8;2;10;0,0075;784;128;10;(-0,01, 0,01);0,046433662;0,084400668;0,07763446;97,78571429
9;2;10;0,0075;784;128;10;(-0,01, 0,01);0,040613168;0,08017848;0,071239208;97,6
10;2;10;0,0075;784;128;10;(-0,01, 0,01);0,034585234;0,078125674;0,069506339;98,1
1;3;10;0,0075;784;128;10;(-0,01, 0,01);0,506143185;0,281122585;0,257105337;92,37142857
2;3;10;0,0075;784;128;10;(-0,01, 0,01);0,218292606;0,203226565;0,18243848;94,65714286
3;3;10;0,0075;784;128;10;(-0,01, 0,01);0,15778429;0,156502692;0,137210831;95,92857143
4;3;10;0,0075;784;128;10;(-0,01, 0,01);0,123958303;0,140046176;0,120390152;96,48571429
5;3;10;0,0075;784;128;10;(-0,01, 0,01);0,10190328;0,128340412;0,108206331;96,71428571
6;3;10;0,0075;784;128;10;(-0,01, 0,01);0,086502447;0,110227521;0,096126723;97,07142857
7;3;10;0,0075;784;128;10;(-0,01, 0,01);0,07460442;0,10559524;0,090177;97,3
8;3;10;0,0075;784;128;10;(-0,01, 0,01);0,065068541;0,099193302;0,085113512;97,44285714
9;3;10;0,0075;784;128;10;(-0,01, 0,01);0,056700959;0,091894343;0,077203308;97,62857143
10;3;10;0,0075;784;128;10;(-0,01, 0,01);0,049838096;0,09278406;0,076484411;97,45714286
1;4;10;0,0075;784;128;10;(-0,01, 0,01);0,58009864;0,312298131;0,285490653;91,57142857
2;4;10;0,0075;784;128;10;(-0,01, 0,01);0,25231775;0,240946461;0,218637599;93,42857143
3;4;10;0,0075;784;128;10;(-0,01, 0,01);0,190110529;0,184745152;0,170064226;95,18571429
4;4;10;0,0075;784;128;10;(-0,01, 0,01);0,151733793;0,153330035;0,137584293;95,97142857
5;4;10;0,0075;784;128;10;(-0,01, 0,01);0,126053612;0,135850654;0,124209731;96,54285714
6;4;10;0,0075;784;128;10;(-0,01, 0,01);0,107106513;0,120255097;0,110784648;96,85714286
7;4;10;0,0075;784;128;10;(-0,01, 0,01);0,092615889;0,112119511;0,101611985;97,14285714
8;4;10;0,0075;784;128;10;(-0,01, 0,01);0,081271712;0,106435222;0,098239187;97
9;4;10;0,0075;784;128;10;(-0,01, 0,01);0,072686121;0,098761953;0,091773822;97,37142857
10;4;10;0,0075;784;128;10;(-0,01, 0,01);0,065273062;0,095273252;0,085959928;97,38571429
1;5;10;0,0075;784;128;10;(-0,01, 0,01);0,644446632;0,315016874;0,30332237;91,15714286
2;5;10;0,0075;784;128;10;(-0,01, 0,01);0,273057708;0,239087958;0,228356644;93,24285714
3;5;10;0,0075;784;128;10;(-0,01, 0,01);0,211367738;0,193333124;0,184852459;94,9
4;5;10;0,0075;784;128;10;(-0,01, 0,01);0,170716409;0,166353587;0,155636632;95,62857143
5;5;10;0,0075;784;128;10;(-0,01, 0,01);0,14300526;0,143486082;0,13192495;96,25714286
6;5;10;0,0075;784;128;10;(-0,01, 0,01);0,122941264;0,1321681;0,118933717;96,68571429
7;5;10;0,0075;784;128;10;(-0,01, 0,01);0,107082819;0,118734742;0,108628436;96,94285714
8;5;10;0,0075;784;128;10;(-0,01, 0,01);0,095133725;0,110441539;0,101257064;97,12857143
9;5;10;0,0075;784;128;10;(-0,01, 0,01);0,084685497;0,105869977;0,099231373;97,02857143
10;5;10;0,0075;784;128;10;(-0,01, 0,01);0,076725002;0,101343836;0,091308438;97,2
1;2;10;0,01;784;128;10;(-0,01, 0,01);0,376714972;0,193286913;0,176993323;94,65714286
2;2;10;0,01;784;128;10;(-0,01, 0,01);0,14816508;0,131643715;0,120202061;96,32857143
3;2;10;0,01;784;128;10;(-0,01, 0,01);0,104490544;0,106028437;0,094937353;97,12857143
4;2;10;0,01;784;128;10;(-0,01, 0,01);0,080863162;0,102503878;0,09218224;97,34285714
5;2;10;0,01;784;128;10;(-0,01, 0,01);0,064383837;0,100031503;0,083103899;97,18571429
6;2;10;0,01;784;128;10;(-0,01, 0,01);0,052448906;0,092412764;0,077687589;97,58571429
7;2;10;0,01;784;128;10;(-0,01, 0,01);0,04402108;0,084104013;0,069881516;97,88571429
8;2;10;0,01;784;128;10;(-0,01, 0,01);0,037046804;0,081335929;0,071330478;97,85714286
9;2;10;0,01;784;128;10;(-0,01, 0,01);0,031534219;0,085601557;0,072077352;97,67142857
10;2;10;0,01;784;128;10;(-0,01, 0,01);0,025427256;0,081443073;0,067684404;97,88571429
1;3;10;0,01;784;128;10;(-0,01, 0,01);0,449529348;0,235682719;0,221869208;93,1
2;3;10;0,01;784;128;10;(-0,01, 0,01);0,185090329;0,162399443;0,142831387;96,1
3;3;10;0,01;784;128;10;(-0,01, 0,01);0,12958731;0,133483586;0,118640055;96,27142857
4;3;10;0,01;784;128;10;(-0,01, 0,01);0,099801727;0,117624556;0,099159883;97,05714286
5;3;10;0,01;784;128;10;(-0,01, 0,01);0,081238273;0,104662044;0,090959762;97,22857143
6;3;10;0,01;784;128;10;(-0,01, 0,01);0,067662272;0,104221826;0,087433675;97,38571429
7;3;10;0,01;784;128;10;(-0,01, 0,01);0,057331776;0,099315396;0,081734127;97,5
8;3;10;0,01;784;128;10;(-0,01, 0,01);0,048757235;0,09407399;0,077277294;97,61428571
9;3;10;0,01;784;128;10;(-0,01, 0,01);0,042009982;0,094241394;0,08083471;97,44285714
10;3;10;0,01;784;128;10;(-0,01, 0,01);0,036853516;0,096263216;0,080918956;97,38571429
1;4;10;0,01;784;128;10;(-0,01, 0,01);0,507470996;0,261718521;0,245639827;92,78571429
2;4;10;0,01;784;128;10;(-0,01, 0,01);0,219865941;0,187809701;0,175995574;94,84285714
3;4;10;0,01;784;128;10;(-0,01, 0,01);0,160518161;0,14717496;0,139933568;96,05714286
4;4;10;0,01;784;128;10;(-0,01, 0,01);0,125618002;0,123465741;0,117609251;96,62857143
5;4;10;0,01;784;128;10;(-0,01, 0,01);0,102393577;0,107528584;0,102014326;96,94285714
6;4;10;0,01;784;128;10;(-0,01, 0,01);0,086223443;0,10260008;0,0982174;96,92857143
7;4;10;0,01;784;128;10;(-0,01, 0,01);0,07470397;0,092551178;0,088574815;97,45714286
8;4;10;0,01;784;128;10;(-0,01, 0,01);0,064421147;0,089161874;0,084321849;97,4
9;4;10;0,01;784;128;10;(-0,01, 0,01);0,056562883;0,087177829;0,082954125;97,32857143
10;4;10;0,01;784;128;10;(-0,01, 0,01);0,050061947;0,083685886;0,079422685;97,52857143
1;5;10;0,01;784;128;10;(-0,01, 0,01);0,55995123;0,286661184;0,261958265;92,58571429
2;5;10;0,01;784;128;10;(-0,01, 0,01);0,240483727;0,212764746;0,196624008;94,31428571
3;5;10;0,01;784;128;10;(-0,01, 0,01);0,181112046;0,177674054;0,162159543;95,27142857
4;5;10;0,01;784;128;10;(-0,01, 0,01);0,144289513;0,145110325;0,130966827;96,21428571
5;5;10;0,01;784;128;10;(-0,01, 0,01);0,119204608;0,127173578;0,115472546;96,55714286
6;5;10;0,01;784;128;10;(-0,01, 0,01);0,100372668;0,114372885;0,101073016;97,14285714
7;5;10;0,01;784;128;10;(-0,01, 0,01);0,086682226;0,108380497;0,096788259;97,04285714
8;5;10;0,01;784;128;10;(-0,01, 0,01);0,07616626;0,100362509;0,089431333;97,3
9;5;10;0,01;784;128;10;(-0,01, 0,01);0,067382865;0,096293989;0,084489484;97,57142857
10;5;10;0,01;784;128;10;(-0,01, 0,01);0,060324954;0,09005734;0,078071612;97,52857143
1;2;10;0,001;784;256;10;(-0,01, 0,01);1,112329759;0,45028303;0,440361263;88,68571429
2;2;10;0,001;784;256;10;(-0,01, 0,01);0,388340434;0,338518751;0,327285726;90,61428571
3;2;10;0,001;784;256;10;(-0,01, 0,01);0,324249003;0,299972083;0,290775034;91,52857143
4;2;10;0,001;784;256;10;(-0,01, 0,01);0,291480813;0,276162582;0,267209853;92,48571429
5;2;10;0,001;784;256;10;(-0,01, 0,01);0,265879353;0,25203602;0,243835965;92,88571429
6;2;10;0,001;784;256;10;(-0,01, 0,01);0,243455526;0,232589254;0,225307671;93,52857143
7;2;10;0,001;784;256;10;(-0,01, 0,01);0,223882902;0,219051427;0,210040628;93,95714286
8;2;10;0,001;784;256;10;(-0,01, 0,01);0,206963025;0,203035374;0,194668049;94,38571429
9;2;10;0,001;784;256;10;(-0,01, 0,01);0,191715704;0,191585646;0,184341369;94,67142857
10;2;10;0,001;784;256;10;(-0,01, 0,01);0,178193976;0,1800686;0,172989938;95,04285714
1;3;10;0,001;784;256;10;(-0,01, 0,01);1,418266439;0,607431786;0,5765133;85,42857143
2;3;10;0,001;784;256;10;(-0,01, 0,01);0,464303756;0,407007245;0,375328631;89,78571429
3;3;10;0,001;784;256;10;(-0,01, 0,01);0,361250764;0,356065878;0,324361003;90,8
4;3;10;0,001;784;256;10;(-0,01, 0,01);0,321565672;0,328145197;0,29709554;91,51428571
5;3;10;0,001;784;256;10;(-0,01, 0,01);0,296295537;0,304583563;0,275611572;91,95714286
6;3;10;0,001;784;256;10;(-0,01, 0,01);0,276549774;0,287333503;0,258190794;92,62857143
7;3;10;0,001;784;256;10;(-0,01, 0,01);0,259346442;0,271222213;0,244447537;92,85714286
8;3;10;0,001;784;256;10;(-0,01, 0,01);0,243819491;0,258043097;0,231519124;93,38571429
9;3;10;0,001;784;256;10;(-0,01, 0,01);0,229644641;0,245743655;0,221099255;93,62857143
10;3;10;0,001;784;256;10;(-0,01, 0,01);0,21712416;0,231583212;0,208039481;93,97142857
1;4;10;0,001;784;256;10;(-0,01, 0,01);1,631390117;0,753672368;0,734839872;82,7
2;4;10;0,001;784;256;10;(-0,01, 0,01);0,55388584;0,45327733;0,431412992;88,62857143
3;4;10;0,001;784;256;10;(-0,01, 0,01);0,404915225;0,379565622;0,359801312;90,3
4;4;10;0,001;784;256;10;(-0,01, 0,01);0,354137771;0,344639801;0,325999552;90,68571429
5;4;10;0,001;784;256;10;(-0,01, 0,01);0,325457328;0,320269979;0,302073527;91,4
6;4;10;0,001;784;256;10;(-0,01, 0,01);0,304990608;0,30330624;0,285038436;91,72857143
7;4;10;0,001;784;256;10;(-0,01, 0,01);0,288538068;0,286659638;0,271850257;92,27142857
8;4;10;0,001;784;256;10;(-0,01, 0,01);0,274112872;0,273465907;0,25829337;92,61428571
9;4;10;0,001;784;256;10;(-0,01, 0,01);0,260798801;0,261693616;0,246326134;92,94285714
10;4;10;0,001;784;256;10;(-0,01, 0,01);0,248898696;0,250999341;0,237555136;93,11428571
1;5;10;0,001;784;256;10;(-0,01, 0,01);1,853286326;0,995062534;0,983835064;77,48571429
2;5;10;0,001;784;256;10;(-0,01, 0,01);0,679171223;0,521259759;0,496649258;87,35714286
3;5;10;0,001;784;256;10;(-0,01, 0,01);0,452719594;0,417799863;0,392315134;89,65714286
4;5;10;0,001;784;256;10;(-0,01, 0,01);0,383918865;0,372717644;0,349596771;90,37142857
5;5;10;0,001;784;256;10;(-0,01, 0,01);0,349251036;0,34776903;0,323962352;90,95714286
6;5;10;0,001;784;256;10;(-0,01, 0,01);0,326966475;0,328955249;0,305907135;91,34285714
7;5;10;0,001;784;256;10;(-0,01, 0,01);0,310137289;0,313928421;0,291607663;91,62857143
8;5;10;0,001;784;256;10;(-0,01, 0,01);0,295967726;0,300170143;0,280660103;91,88571429
9;5;10;0,001;784;256;10;(-0,01, 0,01);0,283858402;0,288983392;0,268662777;92,21428571
10;5;10;0,001;784;256;10;(-0,01, 0,01);0,272645851;0,280004263;0,260429009;92,44285714
1;2;10;0,0025;784;256;10;(-0,01, 0,01);0,668536644;0,328510626;0,309674496;91,27142857
2;2;10;0,0025;784;256;10;(-0,01, 0,01);0,281727115;0,259833837;0,238964821;93,04285714
3;2;10;0,0025;784;256;10;(-0,01, 0,01);0,222700816;0,213194898;0,196803937;94,18571429
4;2;10;0,0025;784;256;10;(-0,01, 0,01);0,182796834;0,181491015;0,16638971;95,08571429
5;2;10;0,0025;784;256;10;(-0,01, 0,01);0,15450327;0,161187517;0,14497806;95,84285714
6;2;10;0,0025;784;256;10;(-0,01, 0,01);0,133460972;0,144064092;0,129013027;96,42857143
7;2;10;0,0025;784;256;10;(-0,01, 0,01);0,116461957;0,130492538;0,115823727;96,68571429
8;2;10;0,0025;784;256;10;(-0,01, 0,01);0,10333777;0,12196662;0,108670509;96,75714286
9;2;10;0,0025;784;256;10;(-0,01, 0,01);0,092638555;0,114214542;0,102548585;97,08571429
10;2;10;0,0025;784;256;10;(-0,01, 0,01);0,083481106;0,107424661;0,094346438;97,21428571
1;3;10;0,0025;784;256;10;(-0,01, 0,01);0,820752713;0,37184849;0,343780447;90,35714286
2;3;10;0,0025;784;256;10;(-0,01, 0,01);0,322432187;0,304920559;0,281425703;91,71428571
3;3;10;0,0025;784;256;10;(-0,01, 0,01);0,269438328;0,260178841;0,239330093;93,07142857
4;3;10;0,0025;784;256;10;(-0,01, 0,01);0,231661387;0,228530578;0,209641003;93,95714286
5;3;10;0,0025;784;256;10;(-0,01, 0,01);0,202275468;0,204239102;0,188268247;94,44285714
6;3;10;0,0025;784;256;10;(-0,01, 0,01);0,17887215;0,186715039;0,170289137;94,92857143
7;3;10;0,0025;784;256;10;(-0,01, 0,01);0,159450058;0,1726109;0,154433565;95,31428571
8;3;10;0,0025;784;256;10;(-0,01, 0,01);0,143746868;0,16355297;0,145234802;96,01428571
9;3;10;0,0025;784;256;10;(-0,01, 0,01);0,130654535;0,147704954;0,132392768;96,01428571
10;3;10;0,0025;784;256;10;(-0,01, 0,01);0,1194089;0,138639541;0,123997596;96,41428571
1;4;10;0,0025;784;256;10;(-0,01, 0,01);0,975277942;0,417385858;0,390587304;89,28571429
2;4;10;0,0025;784;256;10;(-0,01, 0,01);0,353060444;0,332549394;0,3083217;91,05714286
3;4;10;0,0025;784;256;10;(-0,01, 0,01);0,294307674;0,288955732;0,2668064;92,38571429
4;4;10;0,0025;784;256;10;(-0,01, 0,01);0,257422868;0,257991006;0,234839189;93,24285714
5;4;10;0,0025;784;256;10;(-0,01, 0,01);0,228034057;0,233718466;0,21216076;93,9
6;4;10;0,0025;784;256;10;(-0,01, 0,01);0,204169912;0,214362959;0,192380396;94,55714286
7;4;10;0,0025;784;256;10;(-0,01, 0,01);0,185259324;0,198789407;0,176946426;94,92857143
8;4;10;0,0025;784;256;10;(-0,01, 0,01);0,169052525;0,185460201;0,164298391;95,24285714
9;4;10;0,0025;784;256;10;(-0,01, 0,01);0,155021075;0,175359429;0,154191102;95,41428571
10;4;10;0,0025;784;256;10;(-0,01, 0,01);0,142764535;0,163586632;0,144272622;95,84285714
1;5;10;0,0025;784;256;10;(-0,01, 0,01);1,108227401;0,45836561;0,437316016;88,81428571
2;5;10;0,0025;784;256;10;(-0,01, 0,01);0,388146329;0,348619222;0,33312111;90,52857143
3;5;10;0,0025;784;256;10;(-0,01, 0,01);0,325232226;0,307848724;0,293540779;91,48571429
4;5;10;0,0025;784;256;10;(-0,01, 0,01);0,293299052;0,279941512;0,2731726;91,64285714
5;5;10;0,0025;784;256;10;(-0,01, 0,01);0,267745838;0,257617456;0,24820072;92,67142857
6;5;10;0,0025;784;256;10;(-0,01, 0,01);0,245219087;0,236275131;0,229586574;93,31428571
7;5;10;0,0025;784;256;10;(-0,01, 0,01);0,224610687;0,217854561;0,212321757;93,68571429
8;5;10;0,0025;784;256;10;(-0,01, 0,01);0,206848561;0,20284048;0,195721898;94,35714286
9;5;10;0,0025;784;256;10;(-0,01, 0,01);0,191445785;0,189115942;0,184316012;94,68571429
10;5;10;0,0025;784;256;10;(-0,01, 0,01);0,177612455;0,177806736;0,174315456;94,92857143
1;2;10;0,005;784;256;10;(-0,01, 0,01);0,49176792;0,250790115;0,23946688;92,87142857
2;2;10;0,005;784;256;10;(-0,01, 0,01);0,212645954;0,180073818;0,173031217;95
3;2;10;0,005;784;256;10;(-0,01, 0,01);0,152633756;0,135514157;0,129035415;96,22857143
4;2;10;0,005;784;256;10;(-0,01, 0,01);0,117715711;0,120577686;0,112146552;96,6
5;2;10;0,005;784;256;10;(-0,01, 0,01);0,095724409;0,104238502;0,099928536;97,17142857
6;2;10;0,005;784;256;10;(-0,01, 0,01);0,079815582;0,095533088;0,091416139;97,28571429
7;2;10;0,005;784;256;10;(-0,01, 0,01);0,068052587;0,093709338;0,087779575;97,37142857
8;2;10;0,005;784;256;10;(-0,01, 0,01);0,058699271;0,08073764;0,07754021;97,61428571
9;2;10;0,005;784;256;10;(-0,01, 0,01);0,05099457;0,077796262;0,07423714;97,67142857
10;2;10;0,005;784;256;10;(-0,01, 0,01);0,044001931;0,075527101;0,072278494;97,8
1;3;10;0,005;784;256;10;(-0,01, 0,01);0,582114765;0,300806436;0,286246574;91,51428571
2;3;10;0,005;784;256;10;(-0,01, 0,01);0,259824571;0,231388408;0,214263369;93,81428571
3;3;10;0,005;784;256;10;(-0,01, 0,01);0,196900691;0,189908923;0,178307199;94,72857143
4;3;10;0,005;784;256;10;(-0,01, 0,01);0,15785635;0,160030401;0,146415269;95,7
5;3;10;0,005;784;256;10;(-0,01, 0,01);0,130845245;0,135716512;0,124166184;96,54285714
6;3;10;0,005;784;256;10;(-0,01, 0,01);0,110311927;0,121537545;0,113390366;96,87142857
7;3;10;0,005;784;256;10;(-0,01, 0,01);0,095437986;0,112891171;0,10193811;96,95714286
8;3;10;0,005;784;256;10;(-0,01, 0,01);0,083644406;0,104250159;0,094500348;96,87142857
9;3;10;0,005;784;256;10;(-0,01, 0,01);0,073876316;0,098461623;0,090178574;97,32857143
10;3;10;0,005;784;256;10;(-0,01, 0,01);0,065677059;0,092660467;0,083335462;97,52857143
1;4;10;0,005;784;256;10;(-0,01, 0,01);0,672652133;0,331131928;0,313044401;91
2;4;10;0,005;784;256;10;(-0,01, 0,01);0,286739146;0,257599834;0,242381532;92,92857143
3;4;10;0,005;784;256;10;(-0,01, 0,01);0,226475984;0,21222462;0,202192383;93,97142857
4;4;10;0,005;784;256;10;(-0,01, 0,01);0,18534566;0,181158049;0,16921506;94,88571429
5;4;10;0,005;784;256;10;(-0,01, 0,01);0,156542521;0,158219544;0,146539509;95,8
6;4;10;0,005;784;256;10;(-0,01, 0,01);0,134361865;0,143569474;0,13298821;96,12857143
7;4;10;0,005;784;256;10;(-0,01, 0,01);0,117977992;0,131462773;0,120709429;96,51428571
8;4;10;0,005;784;256;10;(-0,01, 0,01);0,104525937;0,121504851;0,110099766;96,75714286
9;4;10;0,005;784;256;10;(-0,01, 0,01);0,093770702;0,113529218;0,103925666;96,95714286
10;4;10;0,005;784;256;10;(-0,01, 0,01);0,08436707;0,109272059;0,096643873;97,1
1;5;10;0,005;784;256;10;(-0,01, 0,01);0,751670659;0,346826086;0,326698732;90,82857143
2;5;10;0,005;784;256;10;(-0,01, 0,01);0,305985082;0,284930487;0,263254163;92,27142857
3;5;10;0,005;784;256;10;(-0,01, 0,01);0,249467935;0,237953281;0,219025267;93,64285714
4;5;10;0,005;784;256;10;(-0,01, 0,01);0,209572657;0,208995223;0,194389443;94,3
5;5;10;0,005;784;256;10;(-0,01, 0,01);0,179769458;0,190863408;0,174062556;94,8
6;5;10;0,005;784;256;10;(-0,01, 0,01);0,157137823;0,165803087;0,150982702;95,95714286
7;5;10;0,005;784;256;10;(-0,01, 0,01);0,138423522;0,153761226;0,142005893;95,84285714
8;5;10;0,005;784;256;10;(-0,01, 0,01);0,12402182;0,139202396;0,127417598;96,42857143
9;5;10;0,005;784;256;10;(-0,01, 0,01);0,111715571;0,135686805;0,122409335;96,5
10;5;10;0,005;784;256;10;(-0,01, 0,01);0,101669464;0,125398368;0,114755883;96,62857143
1;2;10;0,0075;784;256;10;(-0,01, 0,01);0,413117115;0,206149263;0,196314708;94,28571429
2;2;10;0,0075;784;256;10;(-0,01, 0,01);0,169946739;0,146014899;0,137304479;95,9
3;2;10;0,0075;784;256;10;(-0,01, 0,01);0,115442552;0,122814157;0,114436834;96,31428571
4;2;10;0,0075;784;256;10;(-0,01, 0,01);0,08706525;0,096454943;0,0849218;97,44285714
5;2;10;0,0075;784;256;10;(-0,01, 0,01);0,069603581;0,093275137;0,085351214;97,21428571
6;2;10;0,0075;784;256;10;(-0,01, 0,01);0,056956655;0,083245743;0,074211731;97,58571429
7;2;10;0,0075;784;256;10;(-0,01, 0,01);0,047031166;0,07862342;0,06764155;97,85714286
8;2;10;0,0075;784;256;10;(-0,01, 0,01);0,038520092;0,084052412;0,0738527;97,71428571
9;2;10;0,0075;784;256;10;(-0,01, 0,01);0,033136924;0,075073137;0,063843514;97,88571429
10;2;10;0,0075;784;256;10;(-0,01, 0,01);0,027620072;0,07465094;0,061307205;98
1;3;10;0,0075;784;256;10;(-0,01, 0,01);0,485745269;0,260213128;0,245152835;92,62857143
2;3;10;0,0075;784;256;10;(-0,01, 0,01);0,211428164;0,182504123;0,166926377;95,17142857
3;3;10;0,0075;784;256;10;(-0,01, 0,01);0,151180472;0,140450996;0,127287458;96,31428571
4;3;10;0,0075;784;256;10;(-0,01, 0,01);0,116846011;0,125817864;0,11125761;96,75714286
5;3;10;0,0075;784;256;10;(-0,01, 0,01);0,095950398;0,11007901;0,09647863;97,12857143
6;3;10;0,0075;784;256;10;(-0,01, 0,01);0,080241556;0,095195347;0,084660435;97,35714286
7;3;10;0,0075;784;256;10;(-0,01, 0,01);0,068121036;0,09292513;0,08117387;97,48571429
8;3;10;0,0075;784;256;10;(-0,01, 0,01);0,059351119;0,091539471;0,082414902;97,57142857
9;3;10;0,0075;784;256;10;(-0,01, 0,01);0,051374592;0,081441489;0,072795795;97,62857143
10;3;10;0,0075;784;256;10;(-0,01, 0,01);0,04530763;0,078623078;0,068885037;97,98571429
1;4;10;0,0075;784;256;10;(-0,01, 0,01);0,554563347;0,298863356;0,271030808;92,27142857
2;4;10;0,0075;784;256;10;(-0,01, 0,01);0,24289937;0,221835179;0,19830733;94,3
3;4;10;0,0075;784;256;10;(-0,01, 0,01);0,179172645;0,175300661;0,156141215;95,55714286
4;4;10;0,0075;784;256;10;(-0,01, 0,01);0,141706929;0,150448044;0,132639904;96,11428571
5;4;10;0,0075;784;256;10;(-0,01, 0,01);0,115769136;0,129410716;0,111420958;96,88571429
6;4;10;0,0075;784;256;10;(-0,01, 0,01);0,096957198;0,118289123;0,099760136;97,15714286
7;4;10;0,0075;784;256;10;(-0,01, 0,01);0,083534631;0,108125204;0,089349775;97,38571429
8;4;10;0,0075;784;256;10;(-0,01, 0,01);0,072730038;0,102571556;0,084493942;97,45714286
9;4;10;0,0075;784;256;10;(-0,01, 0,01);0,064163555;0,100308018;0,080750328;97,65714286
10;4;10;0,0075;784;256;10;(-0,01, 0,01);0,056961379;0,096083716;0,078985414;97,54285714
1;5;10;0,0075;784;256;10;(-0,01, 0,01);0,615375081;0,328033359;0,298428701;91,55714286
2;5;10;0,0075;784;256;10;(-0,01, 0,01);0,268148659;0,251668035;0,227971848;93,3
3;5;10;0,0075;784;256;10;(-0,01, 0,01);0,205940317;0,198477812;0,178586383;94,62857143
4;5;10;0,0075;784;256;10;(-0,01, 0,01);0,165600464;0,170385721;0,150669737;95,67142857
5;5;10;0,0075;784;256;10;(-0,01, 0,01);0,137647239;0,153943406;0,134532231;96,05714286
6;5;10;0,0075;784;256;10;(-0,01, 0,01);0,117044846;0,131954733;0,115505636;96,72857143
7;5;10;0,0075;784;256;10;(-0,01, 0,01);0,1019118;0,121137996;0,105264962;96,94285714
8;5;10;0,0075;784;256;10;(-0,01, 0,01);0,089353159;0,112343577;0,098040219;97,14285714
9;5;10;0,0075;784;256;10;(-0,01, 0,01);0,079342743;0,10696636;0,091629933;97,3
