"numeor epoch,""batch_size"",""nb_epochs"",""learning_rate"",""input_size"",""hidden_size"",""output_size"",""weight_init_range"",""Training Loss"",""Validation Loss"",""Test Loss"",""Accuracy"","""","""""
"6,""3"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.30773564202435"",""0.29515107029493"",""0.28669627519229"",""91.8"","""","""""
"7,""3"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.2894780888045"",""0.27960272195342"",""0.27121880098041"",""92.057142857143"","""","""""
"8,""3"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.27351303237202"",""0.26362704578982"",""0.25792909335657"",""92.614285714286"","""","""""
"9,""3"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.2586051036225"",""0.25009136796951"",""0.24604019281624"",""92.771428571429"","""","""""
"10,""3"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.24553829783452"",""0.2378568554387"",""0.23327085319554"",""93.171428571429"","""","""""
"1,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""2.2061598242701"",""1.6873906887713"",""1.683594397647"",""49.771428571429"","""","""""
"2,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.9599614420681"",""0.63100544552008"",""0.60221703745212"",""83.142857142857"","""","""""
"3,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.51717576335838"",""0.46127083851409"",""0.43318254943192"",""88.228571428571"","""","""""
"4,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.41619573969279"",""0.4009320532025"",""0.37477339568841"",""89.457142857143"","""","""""
"5,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.37095521401921"",""0.368300674909"",""0.34193322715895"",""90.028571428571"","""","""""
"6,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.34289825160165"",""0.34839640396632"",""0.32151411432427"",""90.714285714286"","""","""""
"7,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.32206088304611"",""0.33043985627943"",""0.30302048682807"",""91.171428571429"","""","""""
"8,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.3055668267983"",""0.31558264220067"",""0.2892815148245"",""91.785714285714"","""","""""
"9,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.29113033767585"",""0.303848196477"",""0.27725865446417"",""91.985714285714"","""","""""
"10,""4"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.27869454984687"",""0.29192412275289"",""0.2670596669907"",""92.328571428571"","""","""""
"1,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""2.275524728899"",""2.1037474162049"",""2.1066443364109"",""28.528571428571"","""","""""
"2,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""1.330598577055"",""0.81811024696817"",""0.80465840376913"",""78.1"","""","""""
"3,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.64641594641069"",""0.53119877232978"",""0.5106993584122"",""86.171428571429"","""","""""
"4,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.47763641986142"",""0.43568923892084"",""0.41707553596635"",""88.828571428571"","""","""""
"5,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.41150718479993"",""0.38942675704972"",""0.37281636289055"",""89.685714285714"","""","""""
"6,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.37584960145413"",""0.36129602641163"",""0.34637006090954"",""90.157142857143"","""","""""
"7,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.35201621855642"",""0.34110862747027"",""0.32558313516102"",""90.614285714286"","""","""""
"8,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.33396186194979"",""0.32593665722118"",""0.31065818123719"",""91.057142857143"","""","""""
"9,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.3195703077027"",""0.31331923772269"",""0.29822966374756"",""91.214285714286"","""","""""
"10,""5"",""10"",""0.001"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.30735820575714"",""0.30338975026823"",""0.28861834150706"",""91.628571428571"","""","""""
"1,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.89327306414983"",""0.36132351616425"",""0.3396779661339"",""90.171428571429"","""","""""
"2,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.31623600233304"",""0.28320119486672"",""0.26495178677225"",""92.271428571429"","""","""""
"3,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.25494001360057"",""0.24050761802747"",""0.22255460515097"",""93.628571428571"","""","""""
"4,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.21213715823883"",""0.21847719049572"",""0.203210027793"",""93.942857142857"","""","""""
"5,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.18129318191994"",""0.18006125132536"",""0.16812966595233"",""95.285714285714"","""","""""
"6,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.15823874435002"",""0.16458713961444"",""0.15598502345679"",""95.4"","""","""""
"7,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.14054027877118"",""0.15238407277979"",""0.14405295194095"",""95.928571428571"","""","""""
"8,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.12609981731204"",""0.14711884606261"",""0.13777808218127"",""96.1"","""","""""
"9,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11494375397146"",""0.13325126672322"",""0.12379417138264"",""96.5"","""","""""
"10,""2"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.10451673884077"",""0.12525155994654"",""0.11533415348658"",""96.742857142857"","""","""""
"1,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""1.1437745167576"",""0.42046493374221"",""0.40837351160105"",""88.8"","""","""""
"2,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.367348273541"",""0.31895059122576"",""0.30789811881818"",""91.128571428571"","""","""""
"3,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.29870051245319"",""0.27737858375939"",""0.2661891884803"",""92.414285714286"","""","""""
"4,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.2570371067019"",""0.24677187360872"",""0.23875222623053"",""92.857142857143"","""","""""
"5,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.22519214379854"",""0.21698545405235"",""0.21153377931949"",""93.957142857143"","""","""""
"6,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.20094057031267"",""0.20010587115965"",""0.19399556390315"",""94.442857142857"","""","""""
"7,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.18123650072548"",""0.1813370462784"",""0.1738629671122"",""95.142857142857"","""","""""
"8,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.16561255427867"",""0.16881803806585"",""0.16341352805494"",""95.328571428571"","""","""""
"9,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.1515294019534"",""0.15856541160085"",""0.15144110116731"",""95.6"","""","""""
"10,""3"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13975221540443"",""0.14793187243561"",""0.14262997501952"",""95.942857142857"","""","""""
"1,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""1.380826073088"",""0.51171821810098"",""0.49362009216632"",""86.542857142857"","""","""""
"2,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.41550706582537"",""0.35791348015978"",""0.34174504871507"",""90.457142857143"","""","""""
"3,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.33052768713166"",""0.30427264600312"",""0.2902779552709"",""91.457142857143"","""","""""
"4,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.28936735157937"",""0.27880230836718"",""0.26353623484913"",""92.257142857143"","""","""""
"5,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.25972047709917"",""0.25217590647206"",""0.23946420730344"",""92.842857142857"","""","""""
"6,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.23533768504664"",""0.23223982340864"",""0.22128974679651"",""93.514285714286"","""","""""
"7,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.21493987104908"",""0.21571254747078"",""0.20349083757939"",""93.957142857143"","""","""""
"8,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.19858508779159"",""0.2031798477704"",""0.19289202633031"",""94.257142857143"","""","""""
"9,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.18484571515336"",""0.19336484395894"",""0.17966815183009"",""94.785714285714"","""","""""
"10,""4"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.17256643304025"",""0.18387812814636"",""0.17197488937083"",""94.928571428571"","""","""""
"1,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""1.585560663893"",""0.63764283953175"",""0.61190594001008"",""82.814285714286"","""","""""
"2,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.47211453129375"",""0.40021003759605"",""0.37337561139837"",""89.642857142857"","""","""""
"3,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.3576637509861"",""0.34358599390978"",""0.31862987569167"",""90.714285714286"","""","""""
"4,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.31333973740391"",""0.30942373835987"",""0.2845718691222"",""91.857142857143"","""","""""
"5,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.28364156877839"",""0.28508945080592"",""0.26264397649144"",""92.4"","""","""""
"6,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.26058667080754"",""0.26556291486989"",""0.24405330288739"",""92.871428571428"","""","""""
"7,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.24009066405258"",""0.24806877487082"",""0.2272696526702"",""93.428571428571"","""","""""
"8,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.22209884818334"",""0.23158508060825"",""0.21237107956865"",""93.8"","""","""""
"9,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.20720300742532"",""0.21879823108311"",""0.20063712534885"",""94.314285714286"","""","""""
"10,""5"",""10"",""0.0025"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.19332818691743"",""0.20937908702596"",""0.19372166960941"",""94.371428571428"","""","""""
"1,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.61415435367222"",""0.28795079383351"",""0.27214627452788"",""91.885714285714"","""","""""
"2,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.23366688206112"",""0.21028458448549"",""0.19245694843887"",""94.471428571429"","""","""""
"3,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.17125130335536"",""0.17119453255011"",""0.15187097019373"",""95.4"","""","""""
"4,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13486502472574"",""0.14193360865022"",""0.12795113933936"",""96.285714285714"","""","""""
"5,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11007671501761"",""0.12462224740515"",""0.11127481531793"",""96.8"","""","""""
"6,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.094409344892709"",""0.11644362771385"",""0.10407169800789"",""96.7"","""","""""
"7,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.081751652788062"",""0.11146091893325"",""0.10021537500877"",""96.857142857143"","""","""""
"8,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.071660855049208"",""0.10343644839782"",""0.092800707206263"",""97.1"","""","""""
"9,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.064025501841813"",""0.099581190539428"",""0.088378230325936"",""97.285714285714"","""","""""
"10,""2"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.057104891841552"",""0.099363512295199"",""0.087735022103757"",""97.214285714286"","""","""""
"1,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.76669983079315"",""0.32155126008875"",""0.3160281238237"",""91.014285714286"","""","""""
"2,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.28097361262607"",""0.24220980030835"",""0.23334792741606"",""93.185714285714"","""","""""
"3,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.21569866174535"",""0.19251385584014"",""0.18545716094841"",""94.3"","""","""""
"4,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.17645781954683"",""0.16890262265761"",""0.16052086589592"",""95.342857142857"","""","""""
"5,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.1491293577842"",""0.14936232211425"",""0.14036791629421"",""96.028571428571"","""","""""
"6,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.12931398520283"",""0.13669941449201"",""0.12980993676728"",""96.228571428571"","""","""""
"7,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11313763752082"",""0.12214965353638"",""0.11431143052643"",""96.771428571429"","""","""""
"8,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.10107084272724"",""0.11686875814026"",""0.10915504595134"",""96.857142857143"","""","""""
"9,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.090549019812767"",""0.11171637449094"",""0.10506893652815"",""96.957142857143"","""","""""
"10,""3"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.082435313260693"",""0.10270767827556"",""0.09607961827121"",""97.114285714286"","""","""""
"1,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.9036370773677"",""0.37710251341071"",""0.35526884120117"",""89.8"","""","""""
"2,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.31049538081684"",""0.27676072952541"",""0.25768599558316"",""92.371428571428"","""","""""
"3,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.2430864215167"",""0.23000951456645"",""0.21382215326419"",""93.785714285714"","""","""""
"4,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.20313257301331"",""0.19872926011325"",""0.18556861195474"",""94.6"","""","""""
"5,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.17583862758762"",""0.17836766672018"",""0.16720915600657"",""95.3"","""","""""
"6,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.1545211705467"",""0.16095079847625"",""0.15137887574015"",""95.471428571429"","""","""""
"7,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13737874542915"",""0.14649463123251"",""0.1375161461223"",""95.928571428571"","""","""""
"8,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.12324355581061"",""0.13696198769998"",""0.12759747192986"",""96.228571428571"","""","""""
"9,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11141479563821"",""0.12695290029115"",""0.11787558073401"",""96.414285714286"","""","""""
"10,""4"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.10179064215293"",""0.1202025391555"",""0.11192486311144"",""96.685714285714"","""","""""
"1,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""1.0380849863966"",""0.40590706081056"",""0.38308168993997"",""89.442857142857"","""","""""
"2,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.34041921330545"",""0.30632667527922"",""0.28425351424442"",""91.642857142857"","""","""""
"3,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.27613891742833"",""0.26439561298674"",""0.24276992785329"",""92.7"","""","""""
"4,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.23456751476906"",""0.22915337225316"",""0.21052961448091"",""93.942857142857"","""","""""
"5,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.20455799830214"",""0.2111476341571"",""0.19402693737431"",""94.557142857143"","""","""""
"6,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.18193592636596"",""0.1927447441812"",""0.17508731490275"",""95.157142857143"","""","""""
"7,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.16379274444762"",""0.17546598741578"",""0.16120982359297"",""95.357142857143"","""","""""
"8,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.14865324028512"",""0.1618327067017"",""0.1476551528144"",""95.728571428571"","""","""""
"9,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13578599576622"",""0.15630481916109"",""0.14316439459362"",""95.842857142857"","""","""""
"10,""5"",""10"",""0.005"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.1250081069147"",""0.14922282957728"",""0.13698520715731"",""96.128571428571"","""","""""
"1,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.50177254994953"",""0.23105201843692"",""0.21276011071768"",""93.528571428571"","""","""""
"2,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.18980513010461"",""0.16507110339807"",""0.14976162381727"",""95.671428571429"","""","""""
"3,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13675680638273"",""0.14121246242775"",""0.13075760297284"",""96.214285714286"","""","""""
"4,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.1065184645784"",""0.11652115459498"",""0.10224968247266"",""97.257142857143"","""","""""
"5,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.086768456994127"",""0.1083605432827"",""0.095567161922753"",""97.357142857143"","""","""""
"6,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.073404704346567"",""0.10208634467653"",""0.086078184757315"",""97.542857142857"","""","""""
"7,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.062477862760837"",""0.11105163171694"",""0.097340037550947"",""96.971428571429"","""","""""
"8,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.054549528945851"",""0.099877806076817"",""0.080150688754255"",""97.542857142857"","""","""""
"9,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.047343756906545"",""0.093972374400226"",""0.076364949549767"",""97.6"","""","""""
"10,""2"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.041311990658193"",""0.095006016539503"",""0.080690864873867"",""97.571428571428"","""","""""
"1,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.61872648768892"",""0.29510761247629"",""0.27443162079575"",""92.328571428571"","""","""""
"2,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.23273877112042"",""0.19892849613851"",""0.18454483804987"",""94.557142857143"","""","""""
"3,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.17134732899576"",""0.16377139880186"",""0.14985390519436"",""95.428571428571"","""","""""
"4,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13562208897891"",""0.14004112669769"",""0.12768873187809"",""96.285714285714"","""","""""
"5,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.113405007598"",""0.12232200314557"",""0.11033748710841"",""96.728571428571"","""","""""
"6,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.096307439759004"",""0.1113394606665"",""0.10284965038972"",""96.885714285714"","""","""""
"7,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.08356462696409"",""0.10731181878159"",""0.098579137553449"",""97.2"","""","""""
"8,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.07414512665521"",""0.098648735044972"",""0.090595460025321"",""97.314285714286"","""","""""
"9,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.065811448563572"",""0.09670888172277"",""0.087004775732257"",""97.142857142857"","""","""""
"10,""3"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.058801395979684"",""0.094200086879976"",""0.088279382361386"",""97.2"","""","""""
"1,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.72135403095699"",""0.31278968077825"",""0.30293675793601"",""91.285714285714"","""","""""
"2,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.27127223862518"",""0.22519633830093"",""0.22166655406156"",""93.328571428571"","""","""""
"3,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.20410671731235"",""0.17975561657992"",""0.17487611516432"",""94.9"","""","""""
"4,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.16440266121756"",""0.15387325405943"",""0.14968144216651"",""95.585714285714"","""","""""
"5,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.13665426750869"",""0.14077574335789"",""0.13510521057392"",""95.985714285714"","""","""""
"6,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11723173984226"",""0.12567917630528"",""0.11724963193328"",""96.6"","""","""""
"7,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.10229922623784"",""0.11572566239097"",""0.11011352994203"",""96.857142857143"","""","""""
"8,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.090606486682818"",""0.11061716978515"",""0.10523044771112"",""96.8"","""","""""
"9,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.081270302648119"",""0.10073491775536"",""0.095362777015198"",""97.085714285714"","""","""""
"10,""4"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.073097283341613"",""0.096892716141526"",""0.09201961886908"",""97.257142857143"","""","""""
"1,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.81937510856355"",""0.34111123683277"",""0.32590633860473"",""90.814285714286"","""","""""
"2,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.30088539751971"",""0.25406885967047"",""0.24436722666208"",""92.942857142857"","""","""""
"3,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.23749225647987"",""0.21534972584618"",""0.21020629036348"",""93.757142857143"","""","""""
"4,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.19729446953107"",""0.18279307914543"",""0.18142705650568"",""94.528571428571"","""","""""
"5,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.16816858491058"",""0.16094931639121"",""0.15640957479889"",""95.5"","""","""""
"6,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.14623343438828"",""0.14639512012636"",""0.1429404535305"",""95.914285714286"","""","""""
"7,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.12892807760029"",""0.13983757055103"",""0.13597334549812"",""95.871428571428"","""","""""
"8,""5"",""10"",""0.0075"",""784"",""128"",""10"",""(-0,001, 0,001)"",""0.11507561420616"",""0.12967777957761"",""0.12605568913849"",""96.157142857143"","""","""""
