"numero epoch","batch_size","nb_epochs","learning_rate","input_size","hidden_size","output_size","weight_init_range","Training Loss","Validation Loss","Test Loss","Accuracy",""
"4","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012293035643","2.3010434158265","2.3017516238349","10.842857142857",""
"5","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012232035493","2.3010166813835","2.3016677427292","10.842857142857",""
"6","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012138496694","2.3010508732569","2.3017140034267","10.842857142857",""
"7","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012303218009","2.3010070028002","2.3015754021236","10.842857142857",""
"8","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012267884943","2.3009957582988","2.301552501406","10.842857142857",""
"9","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012298999703","2.3010036164238","2.3015969896316","10.842857142857",""
"10","4","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012164270121","2.3009705607853","2.3015931181226","10.842857142857",""
"1","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021700693974","2.3012829162772","2.3016752171516","10.842857142857",""
"2","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012668330991","2.3011596405317","2.3015395534038","10.842857142857",""
"3","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011800015493","2.3011897463647","2.3015024697781","10.842857142857",""
"4","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011659710653","2.3012023767782","2.3015718204635","10.842857142857",""
"5","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011681902267","2.3012163917224","2.3015212346826","10.842857142857",""
"6","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011710646843","2.3012273070358","2.3014651443277","10.842857142857",""
"7","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011712360713","2.301201388571","2.3015120119708","10.842857142857",""
"8","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.301152095648","2.3012745525156","2.3015342341151","10.842857142857",""
"9","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011675795629","2.3012622398043","2.3014881602355","10.842857142857",""
"10","5","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011664736365","2.3012264801396","2.3015196737221","10.842857142857",""
"1","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3025164154692","2.3025651464008","2.3027888888631","10.085714285714",""
"2","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.302607900207","2.300958044264","2.3016492009163","10.842857142857",""
"3","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3026128670999","2.3017499375722","2.3024269071988","10.042857142857",""
"4","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3025439059261","2.3014706671806","2.3015465233667","10.842857142857",""
"5","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3023981888616","2.3010096850849","2.302650797299","10.842857142857",""
"6","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3025586868941","2.3009987183601","2.3026237129484","10.842857142857",""
"7","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3025067557229","2.3018477158319","2.3020638284683","10.842857142857",""
"8","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3024386702833","2.3010961904601","2.3031016148158","10.842857142857",""
"9","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3025591309203","2.3016572211281","2.3026637397494","10.842857142857",""
"10","2","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3024643208867","2.3013499960445","2.3019196037565","10.942857142857",""
"1","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021064929735","2.3013254161676","2.3017764909715","10.842857142857",""
"2","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019162504304","2.3010233531112","2.3015985887277","10.842857142857",""
"3","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018437965853","2.3018091292041","2.302254993178","10.842857142857",""
"4","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019226727031","2.3027135647479","2.302888264795","10.842857142857",""
"5","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019939184189","2.3014376431987","2.3024489915361","10.842857142857",""
"6","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3020105227686","2.3016171991825","2.3019460075006","10.842857142857",""
"7","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019884805736","2.3011567343417","2.3021010558832","10.842857142857",""
"8","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018003795119","2.3014910083725","2.3021829100685","10.842857142857",""
"9","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3020457637168","2.3016476819629","2.3026319564461","10.842857142857",""
"10","3","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019381297344","2.3012505718072","2.3017343588129","10.842857142857",""
"1","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018731894947","2.301908028542","2.302222102029","10.842857142857",""
"2","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017736764181","2.3018499988223","2.302046931403","10.842857142857",""
"3","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017800431024","2.3015867759311","2.3018907790865","10.842857142857",""
"4","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017345895843","2.3020697225086","2.3019173085349","10.842857142857",""
"5","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018038152702","2.3018511602614","2.3031784910475","10.842857142857",""
"6","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017892642059","2.3013754497255","2.3019719882693","10.842857142857",""
"7","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.301717205199","2.3024480714495","2.3021675622123","10.842857142857",""
"8","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018084524359","2.3014841883523","2.3019286004475","10.842857142857",""
"9","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017027571277","2.301458181578","2.3015497519629","10.842857142857",""
"10","4","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017141270827","2.3018600399532","2.3026768407822","9.2142857142857",""
"1","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018328708316","2.3010372355817","2.3014996067115","10.942857142857",""
"2","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019171583038","2.3005122566034","2.3024323638848","10.842857142857",""
"3","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.302008222351","2.300746621499","2.3020709964207","10.842857142857",""
"4","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019430811916","2.3002486814582","2.3020769783429","10.842857142857",""
"5","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019298526739","2.3004748883701","2.3015427897658","10.842857142857",""
"6","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018962609389","2.3007996674568","2.3017996013164","10.842857142857",""
"7","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018431894126","2.300303795508","2.3020754511016","10.842857142857",""
"8","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019071327315","2.3011723450252","2.3020793879032","10.842857142857",""
"9","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018540674259","2.3011407995035","2.301590590477","10.942857142857",""
"10","5","10","0.01","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019005095202","2.300532084798","2.301925370012","10.842857142857",""
"1","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016736578279","2.3006387123607","2.3014617037773","10.842857142857",""
"2","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301431750939","2.3007766224468","2.3015322553771","10.842857142857",""
"3","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014205228525","2.3008239331321","2.3015079503741","10.842857142857",""
"4","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014110544087","2.3006607308085","2.3015216709546","10.842857142857",""
"5","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301425000467","2.3008216642955","2.3017105125019","10.842857142857",""
"6","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3013832438465","2.3011304494691","2.30145171581","10.842857142857",""
"7","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014363140719","2.3007386468706","2.3015494324139","10.842857142857",""
"8","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3013779596204","2.3005358955595","2.3016050297192","10.842857142857",""
"9","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014199663249","2.300866922651","2.3014132457461","10.842857142857",""
"10","2","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3013873177956","2.300751149503","2.3014859078271","10.842857142857",""
"1","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018036869026","2.3011479703018","2.301450842859","10.842857142857",""
"2","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012824128213","2.3010632215227","2.3015878250585","10.842857142857",""
"3","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012799493898","2.3010163167545","2.3016650406029","10.842857142857",""
"4","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012595713848","2.30107588575","2.3016872352888","10.842857142857",""
"5","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012441189516","2.3011464296068","2.3016043663434","10.842857142857",""
"6","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301258359665","2.301081355129","2.3015541937378","10.842857142857",""
"7","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.30127762891","2.3010903690542","2.3015310013509","10.842857142857",""
"8","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012486069259","2.3011145822207","2.3016031557613","10.842857142857",""
"9","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012786834013","2.3010139507907","2.3016813386682","10.842857142857",""
"10","3","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012749197937","2.3009874562422","2.3015672571146","10.842857142857",""
"1","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.30192946171","2.3010916261067","2.301646553312","10.842857142857",""
"2","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012614966953","2.3009792864512","2.3015951302392","10.842857142857",""
"3","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012466586393","2.3009826874355","2.3016108160019","10.842857142857",""
"4","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301230090743","2.3009688181347","2.3015656973975","10.842857142857",""
"5","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012451279731","2.300962269344","2.3016017807552","10.842857142857",""
"6","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012275960143","2.3009418782734","2.3016617159162","10.842857142857",""
"7","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012420191084","2.3010005823014","2.3016157294682","10.842857142857",""
"8","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012459640465","2.3010354777745","2.3016998756954","10.842857142857",""
"9","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012266486978","2.3009747689868","2.3016531930651","10.842857142857",""
"10","4","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012464946225","2.3010392059599","2.3016678638458","10.842857142857",""
"1","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016418438819","2.3014634152253","2.301656555278","10.842857142857",""
"2","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011746520561","2.301354650751","2.3015522398267","10.842857142857",""
"3","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011398537291","2.3013175453458","2.3015987724917","10.842857142857",""
"4","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011310758572","2.301326100883","2.3016648275512","10.842857142857",""
"5","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011290887991","2.3013351964572","2.3017008915969","10.842857142857",""
"6","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011254993696","2.3013536564887","2.3016630670002","10.842857142857",""
"7","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301131326788","2.301374128792","2.3016677960328","10.842857142857",""
"8","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301132013566","2.3013336862836","2.3016449851649","10.842857142857",""
"9","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3011288392402","2.3013296627809","2.3016666776793","10.842857142857",""
"10","5","10","0.001","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301127251486","2.3013409961784","2.3016557771819","10.842857142857",""
"1","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3023087537194","2.3033566546062","2.3025174328259","10.942857142857",""
"2","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021513515427","2.3020435089157","2.3020074565751","10.842857142857",""
"3","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3023826156911","2.3034138641282","2.3033705713408","10.842857142857",""
"4","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3022906842118","2.3020970647297","2.3024303988048","10.842857142857",""
"5","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021811061719","2.3016758919141","2.302544218404","9.7857142857143",""
"6","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3022574849923","2.3022273894719","2.3019940839495","10.842857142857",""
"7","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021950824204","2.30202351309","2.3025341839109","10.842857142857",""
"8","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3023958961358","2.3021497524731","2.3018891831807","10.942857142857",""
"9","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021685844565","2.3015904702838","2.3017950635638","10.842857142857",""
"10","2","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3021601037184","2.3030893518811","2.3041291586331","10.842857142857",""
"1","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3019228601456","2.3023005776178","2.301632168769","10.842857142857",""
"2","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016512380327","2.3021397890931","2.3019800775564","10.042857142857",""
"3","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018419895853","2.3027456319332","2.3028027598635","10.842857142857",""
"4","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017630587022","2.3022953951926","2.3025739409521","10.842857142857",""
"5","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015706720097","2.3026040445623","2.3024712234046","10.042857142857",""
"6","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016861204874","2.3030971775736","2.3040010219164","10.842857142857",""
"7","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017958991726","2.3023215199652","2.3016379769275","10.842857142857",""
"8","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015992736816","2.3026459842069","2.3023372920232","10.842857142857",""
"9","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017125323131","2.3021772822312","2.3024115073139","10.842857142857",""
"10","3","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017461046718","2.3027710188003","2.3026605581972","10.842857142857",""
"1","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016773355575","2.3038873311451","2.3022446966171","10.842857142857",""
"2","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015747344115","2.304095268855","2.3027155286244","10.842857142857",""
"3","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3012866586541","2.3026919118185","2.3022106241499","10.842857142857",""
"4","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015270678581","2.303254497846","2.3020369130543","10.842857142857",""
"5","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014468237899","2.3030545545003","2.3027268224444","10.842857142857",""
"6","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014914529664","2.302468015807","2.3020543342318","10.842857142857",""
"7","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.301555771279","2.3027036626755","2.3019325080599","10.842857142857",""
"8","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014372886741","2.3043911012771","2.3028273228237","10.842857142857",""
"9","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3013281645661","2.3030089356407","2.3020779327665","10.842857142857",""
"10","4","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3014396299635","2.3039272183464","2.3021982763835","10.842857142857",""
"1","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017255871305","2.3010384698709","2.3019999080045","10.842857142857",""
"2","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3018651260033","2.3010171555337","2.301779176678","10.842857142857",""
"3","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017599034404","2.3014091368706","2.3014113092422","10.842857142857",""
"4","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017030088674","2.3011737824432","2.3011639525209","10.842857142857",""
"5","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016384753443","2.3010673247632","2.3021232577733","10.842857142857",""
"6","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3016256847315","2.3014440726666","2.3034716965471","10.842857142857",""
"7","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017049191254","2.3016997629688","2.301675021989","10.842857142857",""
"8","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015987280106","2.3008591022756","2.3020193948064","10.842857142857",""
"9","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015968948839","2.3014260347873","2.3014249117034","10.842857142857",""
"10","5","10","0.01","784","(256, 256, 256, 256, 256)","10","(-0,001, 0,001)","2.3015953419937","2.301049882552","2.3016462392466","10.842857142857",""
"1","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.3010495217074","2.2992063427728","2.2993549892562","10.842857142857",""
"2","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.0315783147058","1.1586698371361","1.1642441763984","59.242857142857",""
"3","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.82101533581621","0.59458214391367","0.57060301224555","83.357142857143",""
"4","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.51546077957514","0.42404298824986","0.4063426432251","88.757142857143",""
"5","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.37568193100536","0.33483932340945","0.32835871095633","90.457142857143",""
"6","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.30499549862467","0.28211581383982","0.27551359082921","92.042857142857",""
"7","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.25687054244461","0.2389011725315","0.23304094853721","93.157142857143",""
"8","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.22038786901787","0.21432350738159","0.20595141818762","93.9",""
"9","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.19197871572941","0.19598794414835","0.18381251380238","94.414285714286",""
"10","2","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.16987353255261","0.17601814407024","0.16636265403255","95.071428571428",""
"1","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.301485569619","2.3012365412144","2.3008291763226","10.842857142857",""
"2","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.2962479654096","2.2808451068969","2.2806207404345","13.3",""
"3","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","1.8662091147616","1.2332141159936","1.2189865044758","53.514285714286",""
"4","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.87446739719948","0.67183716294555","0.63349726301121","81.057142857143",""
"5","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.59757767400416","0.56139447614085","0.52407747363985","84.985714285714",""
"6","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.50817655744479","0.48390288181913","0.45225407978984","87.3",""
"7","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.42523247098159","0.40025963056403","0.37644895508043","89.685714285714",""
"8","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.35889910266395","0.35265495032541","0.33318253859848","90.371428571428",""
"9","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.31514589453538","0.3100104414085","0.29563800263038","91.285714285714",""
"10","3","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.28064878277276","0.27548022273856","0.26313097952845","92.342857142857",""
"1","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.3014165855968","2.3004344001649","2.3011011392048","10.842857142857",""
"2","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.2997419887876","2.2969815905889","2.2978136442729","10.842857142857",""
"3","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.2456747904231","2.0244388552696","2.0254511134284","20.528571428571",""
"4","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","1.4666597901199","0.97118817055036","0.96436913472414","68.314285714286",""
"5","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.75265817195872","0.648795371641","0.61876843449686","81.471428571429",""
"6","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.6043751877948","0.56417688104294","0.53746134688492","84.771428571429",""
"7","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.53808905270856","0.50912012183625","0.48743333244377","86.185714285714",""
"8","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.48462866358897","0.46245619676889","0.44274863421917","87.471428571429",""
"9","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.42744361555625","0.3982587619083","0.38586493239339","89.185714285714",""
"10","4","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.37108006312536","0.34778637125682","0.33672058835546","90.528571428571",""
"1","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.3016190200335","2.3019206636482","2.3012155210972","10.842857142857",""
"2","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.3004010721568","2.3010022803904","2.3005180644989","10.842857142857",""
"3","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.2977715097249","2.2942875867798","2.2938190209865","10.842857142857",""
"4","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","2.2336489934297","2.0345438744814","2.0348760802405","20.471428571429",""
"5","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","1.639831174233","1.1735870418094","1.1694779801369","64.4",""
"6","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.84824995773379","0.70727390626756","0.6765679573454","78.814285714286",""
"7","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.64324219754771","0.61284342418122","0.58146529863455","82.442857142857",""
"8","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.5740068572359","0.55622269442187","0.52493272102305","84.728571428571",""
"9","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.52219616825727","0.50992544462224","0.47814885055779","86.4",""
"10","5","10","0.001","784","(128, 256)","10","(-0,01, 0,01)","0.47515436352567","0.46435351971433","0.43654273179227","87.542857142857",""
"1","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.76801136687201","0.20978401259624","0.20401884538624","93.614285714286",""
"2","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.16322010124897","0.13378378573492","0.11835520999657","96.342857142857",""
"3","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.10251697822087","0.098231707031198","0.091697540221788","97.271428571429",""
"4","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.077505048343294","0.090268739589779","0.080171517034654","97.714285714286",""
"5","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.060459697321478","0.096422908701188","0.085745723417202","97.485714285714",""
"6","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.050585427795191","0.084976399570505","0.072727489262244","97.885714285714",""
"7","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.037988882306848","0.077144916545063","0.068931092305555","98.142857142857",""
"8","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.029733976298053","0.089307521858005","0.078697570113023","97.7",""
"9","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.026088357763062","0.083884117705773","0.072205753713066","98.057142857143",""
"10","2","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.019464678350951","0.090471300093388","0.083228009051729","97.914285714286",""
"1","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.97613404906861","0.27385114430978","0.2658493309186","92.028571428571",""
"2","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.20863577803934","0.1616936506004","0.15369118898598","95.4",""
"3","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.1286819429922","0.11772207736012","0.10433236638206","96.828571428571",""
"4","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.093625251054064","0.11644185903082","0.09598889091088","97.157142857143",""
"5","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.073161130559999","0.10346459095857","0.10020243515082","97.142857142857",""
"6","3","10","0.01","784","(128, 256)","10","(-0,01, 0,01)","0.059668552376754","0.094713293025184","0.085868418663823","97.585714285714",""
