"numero epoch","batch_size","nb_epochs","learning_rate","input_size","hidden_size","output_size","weight_init_range","Training Loss","Validation Loss","Test Loss","Accuracy",""
"1","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.70385846275912","0.34597994663537","0.32030946068085","90.942857142857",""
"2","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.28796273541553","0.26494050023994","0.24331853109228","93.014285714286",""
"3","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.23031708091229","0.2222005777923","0.20065861854938","94.328571428571",""
"4","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.19317028381601","0.19646273633485","0.17601137895734","94.885714285714",""
"5","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.1659037360332","0.1732988210511","0.15527581748766","95.542857142857",""
"6","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.14470498955336","0.16035473938325","0.14078790860118","96.042857142857",""
"7","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.12692363425408","0.14794029358017","0.1306340386452","96.214285714286",""
"8","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.11346904514195","0.13345691416457","0.11604936049457","96.642857142857",""
"9","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.10149390623484","0.12743999953198","0.11076099341432","96.514285714286",""
"10","2","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.091928920074389","0.1209193017736","0.10371827581108","96.928571428571",""
"1","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.80838329599686","0.38265442885287","0.3663477911367","89.771428571429",""
"2","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.32989873795719","0.30337455113197","0.2861290356181","91.628571428571",""
"3","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.27159833750746","0.25997706506716","0.24390916831954","92.928571428571",""
"4","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.23461561275712","0.23140871435268","0.21690937546621","93.528571428571",""
"5","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.20727753453899","0.20740224759589","0.19041609075941","94.414285714286",""
"6","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.18487500920172","0.18797927063856","0.17331715346645","94.814285714286",""
"7","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.16624564707743","0.17860894443662","0.16174976205334","95.442857142857",""
"8","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.15074486078655","0.16365280153998","0.14724289851796","95.585714285714",""
"9","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.13771920605403","0.15117110304487","0.13632182370735","95.957142857143",""
"10","3","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.12629729639874","0.14856182160108","0.1298918829616","96.2",""
"1","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.99058308492489","0.44697517570966","0.41671802171533","88.928571428571",""
"2","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.36850364462237","0.34849697129513","0.32077270697629","90.785714285714",""
"3","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.3044674407434","0.30069437694529","0.275940798694","91.857142857143",""
"4","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.26839181134541","0.2705617026203","0.24792631363603","92.8",""
"5","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.24022221292788","0.24493043685147","0.2265684580763","93.342857142857",""
"6","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.21758194645446","0.224435937339","0.20716696802094","94",""
"7","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.19832897345654","0.21144250306127","0.19350593054519","94.4",""
"8","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.18178716838744","0.19221663137556","0.17626505705719","94.657142857143",""
"9","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.16760726255046","0.18244324173302","0.1690582637024","94.771428571429",""
"10","4","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.15538197909224","0.17109557846348","0.15532402287617","95.357142857143",""
"1","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","1.1413646569512","0.5118286030367","0.49308566211989","86.885714285714",""
"2","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.41641475866491","0.36408477444885","0.34406256407133","90.485714285714",""
"3","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.33189637342952","0.3149903078849","0.29569942105861","91.671428571429",""
"4","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.29246292943559","0.28786403014928","0.26918180489713","92.242857142857",""
"5","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.26477250695022","0.26073650608189","0.24287780397372","93.342857142857",""
"6","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.24275131317971","0.24442430072765","0.22673953903332","93.614285714286",""
"7","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.22395574355752","0.22716220458434","0.21171994432819","93.942857142857",""
"8","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.20794400044142","0.21312822190211","0.19687912565714","94.4",""
"9","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.19414551770672","0.20223238266996","0.18674532316563","94.628571428571",""
"10","5","10","0.001","784","(256, 128)","10","(-0,1, 0,1)","0.18149394617001","0.19205140987185","0.17655357719977","94.8",""
"1","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.26792158145022","0.13717709286164","0.11196104139674","96.657142857143",""
"2","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.1065960486496","0.10928754663563","0.094138690999324","97.142857142857",""
"3","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.070163949427154","0.10060693497273","0.080353401294757","97.428571428571",""
"4","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.051078365123922","0.092800280746319","0.076361960888407","97.671428571429",""
"5","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.037627397757425","0.095456381914518","0.075714001508408","97.728571428571",""
"6","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.027683578828576","0.090218119926824","0.065875704896168","98.071428571428",""
"7","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.022167424150926","0.094322396269271","0.06973369134693","97.885714285714",""
"8","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.014918382751803","0.087453420300446","0.066746590776255","98.285714285714",""
"9","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.0089508510125958","0.092701059384375","0.069324989131307","98.214285714286",""
"10","2","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.0083550515588454","0.094383871043818","0.071431425504316","98.171428571429",""
"1","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.30492341579463","0.1979000754221","0.16287428856092","94.714285714286",""
"2","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.12141303266662","0.12774985987771","0.10326101285802","96.914285714286",""
"3","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.080554567598759","0.11545375603015","0.090205811190056","97.2",""
"4","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.059879848165383","0.097253325756952","0.087265697202805","97.242857142857",""
"5","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.042739461887009","0.096579615630622","0.074875524402307","97.685714285714",""
"6","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.031880748622862","0.088947850436596","0.074813492547004","97.871428571428",""
"7","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.023267234514014","0.094773212194231","0.07056415475466","97.957142857143",""
"8","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.017518877929661","0.097362737266919","0.072484890858798","97.914285714286",""
"9","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.013035335328085","0.090018136578464","0.071658879806068","98.1",""
"10","3","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.0092485433885316","0.094039234629542","0.071264990637255","98.2",""
"1","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.34391766720361","0.17387971280625","0.15502442213128","95.6",""
"2","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.13920323515867","0.11869186914548","0.10711678867936","96.871428571428",""
"3","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.094227351947645","0.098076070037874","0.090739271875057","97.3",""
"4","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.068861386059208","0.091563769395157","0.08449727876568","97.542857142857",""
"5","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.053462221970045","0.089700324134549","0.081303414413215","97.471428571429",""
"6","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.040616555132576","0.095786600785488","0.090168350682104","97.442857142857",""
"7","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.032334974364089","0.084219221147961","0.072882455590371","98",""
"8","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.025147895451326","0.079960839070649","0.079806824181693","97.771428571429",""
"9","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.018405287018079","0.074906191928592","0.073249203592403","97.857142857143",""
"10","4","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.014344851152759","0.086893950222823","0.079737853051337","97.685714285714",""
"1","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.37689698417515","0.19778888556535","0.18890351376737","94.442857142857",""
"2","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.15990705092989","0.14479621215985","0.13087267144376","95.9",""
"3","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.10905611765843","0.10720450954394","0.095665474291891","97.1",""
"4","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.0805094165831","0.099913866605429","0.093789638387607","97.1",""
"5","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.061602723490262","0.091393629674805","0.086176865156325","97.357142857143",""
"6","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.049933883034007","0.081008829705904","0.076333616781054","97.585714285714",""
"7","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.039074321828003","0.081677933693218","0.079187000980424","97.728571428571",""
"8","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.031268022835934","0.076989089406398","0.072465723388692","97.985714285714",""
"9","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.024743722941521","0.076365945248905","0.075213165321994","97.857142857143",""
"10","5","10","0.01","784","(256, 128)","10","(-0,1, 0,1)","0.018457170494541","0.076333998518956","0.075395350161519","97.9",""
"1","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.59990904377302","0.31937830444306","0.30206615365451","90.914285714286",""
"2","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.28143054671566","0.25440613022648","0.23934866624921","93.2",""
"3","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.22674495709321","0.21025014176607","0.19647674947466","94.114285714286",""
"4","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.18822211586258","0.18440323700966","0.17302660333372","94.685714285714",""
"5","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.1607360719953","0.16311532262315","0.14924374273392","95.485714285714",""
"6","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.13902722934638","0.14316908073332","0.13246429365922","96.1",""
"7","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.12213689833331","0.13216657279788","0.1211518269328","96.257142857143",""
"8","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.10846692080687","0.12224029757276","0.11157990719112","96.785714285714",""
"9","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.097193583114039","0.12024352530292","0.11038837563774","96.8",""
"10","2","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.087724839587046","0.10908602806525","0.098682079631798","96.871428571428",""
"1","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.71614310497879","0.35122374476707","0.33615551128393","90.785714285714",""
"2","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.3160039444528","0.28552692755222","0.26811103448008","92.285714285714",""
"3","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.26092500182407","0.24779889820263","0.22909558808988","93.257142857143",""
"4","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.2244265179484","0.21591253866393","0.20130176726502","94.142857142857",""
"5","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.19728068336369","0.19439631545627","0.1772890225999","94.8",""
"6","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.17497286562946","0.17837205864967","0.1613496462365","95.228571428571",""
"7","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.15715461502414","0.16508939511962","0.15030396073794","95.414285714286",""
"8","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.14273619009689","0.1599838353999","0.1419972697708","95.885714285714",""
"9","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.13010856002634","0.14555624014582","0.1317873780795","96",""
"10","3","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.11909337644365","0.14371164378553","0.12622077752053","96.242857142857",""
"1","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.83931375348782","0.41171083939483","0.38706875584993","89.214285714286",""
"2","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.34502867707075","0.32304934356783","0.29684340517715","91.657142857143",""
"3","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.28823727629106","0.28521411012947","0.26010429787909","92.685714285714",""
"4","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.25397178397322","0.25839001845942","0.23571739944563","93.071428571428",""
"5","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.22742195204978","0.2335370491536","0.21254785960174","93.871428571428",""
"6","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.20544076977588","0.21537608835355","0.19424452166439","94.528571428571",""
"7","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.18663861464937","0.20053995524747","0.18216265857522","94.628571428571",""
"8","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.1703498937699","0.18586721230941","0.16752589720421","94.942857142857",""
"9","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.15700868775146","0.17374325316114","0.15636203284275","95.485714285714",""
"10","4","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.14521253694717","0.16606573275993","0.1491362279919","95.728571428571",""
"1","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.89764659435595","0.44062841471455","0.41744754187031","89.014285714286",""
"2","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.37135194551116","0.33876902655539","0.31775597020252","91.242857142857",""
"3","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.30755574925854","0.29813775821563","0.2771468625695","92.128571428571",""
"4","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.27320163171008","0.27333107819579","0.2509759193253","92.757142857143",""
"5","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.24781889097172","0.25368318908685","0.23464752111833","93.128571428571",""
"6","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.22770290140937","0.23233816195492","0.21308809094306","93.557142857143",""
"7","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.20977176231416","0.22024429943671","0.19985229305607","94.314285714286",""
"8","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.19433917515495","0.20890230757837","0.19122939200365","94.057142857143",""
"9","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.1811470316238","0.19207181948191","0.17519694257378","94.742857142857",""
"10","5","10","0.001","784","(256, 256)","10","(-0,1, 0,1)","0.16941744737264","0.18377074081534","0.1659672319677","94.942857142857",""
"1","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.25810698369469","0.14575392281855","0.11334417451881","96.614285714286",""
"2","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.10535330928886","0.11107100745285","0.091941772831843","97.185714285714",""
"3","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.069313460096988","0.10274430440336","0.082757184521731","97.414285714286",""
"4","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.049695803901458","0.10126507691595","0.080393740327018","97.442857142857",""
"5","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.035485796359384","0.087945882642028","0.07397954378568","97.7",""
"6","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.028729592605179","0.099933997440612","0.084991856678126","97.371428571428",""
"7","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.020287490143013","0.089241880987461","0.071234428503231","98.057142857143",""
"8","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.015825044560879","0.089438802590644","0.073431580628424","97.9",""
"9","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.011157009106192","0.09847458575918","0.077177493863543","97.928571428571",""
"10","2","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.0087095968490959","0.091925660433594","0.078592857392286","97.828571428571",""
"1","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.28665448941374","0.14883177102625","0.14401142058844","95.528571428571",""
"2","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.11691226329492","0.10581146936311","0.09586546087086","96.985714285714",""
"3","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.077753259995331","0.093762265727492","0.07657578147745","97.628571428571",""
"4","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.057045939444383","0.09237889138836","0.078961954893764","97.514285714286",""
"5","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.041647852372409","0.09100840376063","0.077247863924165","97.6",""
"6","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.032392640001978","0.086685886099052","0.076662574587755","97.514285714286",""
"7","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.023792077735807","0.084191199152332","0.066909647211885","98.014285714286",""
"8","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.017210448137214","0.096118852070532","0.073520308258527","97.771428571429",""
"9","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.012677871813663","0.077895275421455","0.061560327744871","98.185714285714",""
"10","3","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.0082381426048621","0.087827273965504","0.073970917698312","98.028571428571",""
"1","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.31780707530991","0.17972843636644","0.16098957044092","95.442857142857",""
"2","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.13201391188215","0.12382486657219","0.10778233676734","96.571428571428",""
"3","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.090160048727157","0.10241525025913","0.08364002091973","97.414285714286",""
"4","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.066105491940551","0.090082804206687","0.082233062826248","97.442857142857",""
"5","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.050716902512674","0.085377999443718","0.074471765621666","97.585714285714",""
"6","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.03909488536019","0.089285834398555","0.074830987495491","97.671428571429",""
"7","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.030344856039656","0.077477188865653","0.069099234732758","98.071428571428",""
"8","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.023405773648375","0.079332008140426","0.06993372957489","97.985714285714",""
"9","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.017207490832091","0.082048518570273","0.069431036336498","97.971428571429",""
"10","4","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.0130100796675","0.086654459983151","0.071334240455863","97.885714285714",""
"1","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.34091339811073","0.18608716425443","0.1679747128877","94.871428571428",""
"2","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.14998288104847","0.13261519331274","0.12501085556994","96.285714285714",""
"3","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.10355401797157","0.1096053109825","0.098618465373854","96.985714285714",""
"4","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.078610832047174","0.096562035331152","0.088228117216708","97.214285714286",""
"5","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.060533916066496","0.089946454126236","0.079282005596254","97.385714285714",""
"6","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.047699988005856","0.081953962571729","0.076308934010016","97.614285714286",""
"7","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.038241875096317","0.08375977633424","0.079141665234847","97.542857142857",""
"8","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.030554002077369","0.073348596724262","0.067128803630884","98",""
"9","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.024087682516302","0.079307836820803","0.068533976131173","97.928571428571",""
"10","5","10","0.01","784","(256, 256)","10","(-0,1, 0,1)","0.019115244536533","0.076841050971326","0.070702037775036","98.028571428571",""
"1","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.61485161472827","0.31045859759742","0.27066031495973","92.042857142857",""
"2","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.24907678490615","0.2394804218301","0.20090095331082","93.871428571428",""
"3","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.18823010078993","0.19853383401768","0.16466730158887","95.157142857143",""
"4","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.15022467591583","0.17118942307291","0.1402366728742","95.814285714286",""
"5","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.12567705135566","0.15488383893204","0.12977156829388","95.985714285714",""
"6","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.10626139121791","0.13650237308147","0.11419980049959","96.571428571428",""
"7","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.091690761010931","0.13118264159413","0.10419657207252","96.828571428571",""
"8","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.079218637197542","0.11777237053215","0.096862294407995","97.085714285714",""
"9","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.069201688755887","0.11085717476999","0.089266230395831","97.428571428571",""
"10","2","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.061054247132371","0.10849955049662","0.088176601548613","97.271428571429",""
"1","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.77598507359798","0.3319025639074","0.31746124684752","91.242857142857",""
"2","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.29224452203984","0.25560543657823","0.24042141273584","93.128571428571",""
"3","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.2313197187916","0.21468023516137","0.19918196408689","94.414285714286",""
"4","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.19391476825155","0.19423439404252","0.18054871752203","94.571428571428",""
"5","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.16671735887809","0.16539666756763","0.15701346199072","95.5",""
"6","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.14610941920972","0.14583211403878","0.13605045467402","96.071428571428",""
"7","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.12881613273333","0.13781627074006","0.13020141422489","96.214285714286",""
"8","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.11445834928086","0.13144908236208","0.1208484302441","96.414285714286",""
"9","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.10338260118733","0.11821105394982","0.10864962166666","96.742857142857",""
"10","3","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.093229396043558","0.11038364179184","0.10529551159325","96.828571428571",""
"1","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.87845899039175","0.38124097040063","0.35161473370716","89.871428571428",""
"2","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.31944042047402","0.29444758885335","0.27132714034843","92.114285714286",""
"3","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.26025466256274","0.25513710234707","0.23417668527601","93.142857142857",""
"4","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.22389538848617","0.22211447853715","0.20461768368153","93.942857142857",""
"5","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.19560280399342","0.19988396810447","0.18242685529413","94.742857142857",""
"6","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.17376634897012","0.17881947823743","0.16193848868025","95.157142857143",""
"7","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.15516455990836","0.16636745622975","0.15329573574957","95.671428571429",""
"8","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.13921962109128","0.16075247380044","0.14856331208791","95.442857142857",""
"9","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.12608949315689","0.14358940624617","0.13219236223525","96.157142857143",""
"10","4","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.11503175339642","0.13155025130502","0.12211528568177","96.357142857143",""
"1","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.9998724149177","0.4178514543468","0.40080750204756","88.657142857143",""
"2","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.35220105035922","0.30871988838938","0.29491525792949","91.485714285714",""
"3","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.28514774153033","0.26386251586641","0.24944737387505","93",""
"4","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.24566648474693","0.23187051498726","0.2202108664187","93.557142857143",""
"5","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.21690465679452","0.21186186518892","0.20182646612379","94.171428571429",""
"6","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.19406656520819","0.19246627157614","0.18122096174197","94.671428571429",""
"7","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.17541816690487","0.17508637669816","0.16500843080846","95.271428571429",""
"8","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.16049793490048","0.16538181225206","0.15455868856455","95.342857142857",""
"9","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.14738767968938","0.15468108988369","0.14522587641755","95.642857142857",""
"10","5","10","0.001","784","(256, 256, 256)","10","(-0,1, 0,1)","0.1362543476054","0.14750239663856","0.13826669114311","95.985714285714",""
"1","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.26073426821063","0.13678375519533","0.11949238870283","96.414285714286",""
"2","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.10554143896028","0.092415978658086","0.082723272306984","97.357142857143",""
"3","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.071845964684517","0.083396906562769","0.076028466206477","97.471428571429",""
"4","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.052732762369747","0.091572609481539","0.086628168887442","97.342857142857",""
"5","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.040745605670773","0.078412513647103","0.069276630050345","97.871428571428",""
"6","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.031474521379161","0.080617329768603","0.076594260653109","97.8",""
"7","2","10","0.01","784","(256, 256, 256)","10","(-0,1, 0,1)","0.023263393445082","0.092680954156393","0.080630475763666","97.614285714286",""
